"Station.ID" "Date" "dem" "x" "y" "WS" "temp" "HMIX" "PREC" "EMI" "PM10" "time" "logPM10"
"2371" 19 2006-01-07 374.9 368.18 4971.65 0.46 274.98 527.1 0 24.93 NA 99 NA
"2372" 20 2006-01-07 243.6 393.64 4986.79 0.4 274.88 509.67 0 117.63 NA 99 NA
"2373" 21 2006-01-07 243.6 396.04 4992.42 0.63 275.58 612.91 0 118.17 101 99 4.61512051684126
"2374" 22 2006-01-07 118.5 489 4971.8 0.5 272.79 339.37 0 23.55 NA 99 NA
"2375" 23 2006-01-07 131 454.26 5019.81 0.85 272.7 226.17 0 19.4 84 99 4.43081679884331
"2376" 24 2006-01-07 201.4 466.4 5086.6 0.9 274.95 358.41 0 17.48 20 99 2.99573227355399
"2377" 1 2006-01-08 95.2 469.45 4972.85 0.8 273.15 186.8 0 20.01 92 100 4.52178857704904
"2378" 2 2006-01-08 164.1 423.48 4950.69 0.93 275.57 193.56 0 13.92 85 100 4.44265125649032
"2379" 3 2006-01-08 242.9 490.71 4948.86 0.58 272.79 311.13 0 8.54 101 100 4.61512051684126
"2380" 4 2006-01-08 149.9 437.36 4973.34 0.98 274.74 234.84 0 28.25 99 100 4.59511985013459
"2381" 5 2006-01-08 405 426.44 5045.66 0.61 275.85 357.52 0 30.13 31 100 3.43398720448515
"2382" 6 2006-01-08 257.5 394.6 5001.18 1.11 275.41 394.43 0 20.23 70 100 4.24849524204936
"2383" 7 2006-01-08 313.2 457.96 5061.46 0.7 275.27 460.28 0 19.11 51 100 3.93182563272433
"2384" 8 2006-01-08 345.2 444.29 5062.64 0.68 275.05 420.69 0 15.55 44 100 3.78418963391826
"2385" 9 2006-01-08 331 376.96 4993.48 0.39 274.01 345.51 0 15.52 96 100 4.56434819146784
"2386" 10 2006-01-08 280.4 416.65 4985.65 1.09 275.37 321.17 0 10.64 77 100 4.34380542185368
"2387" 11 2006-01-08 238.8 399.22 4967.87 0.45 274.25 240.67 0 12.42 113 100 4.72738781871234
"2388" 12 2006-01-08 118.3 456.49 4998.42 1.43 275.27 185.99 0 18.69 NA 100 NA
"2389" 13 2006-01-08 124.7 483.36 5028.7 1.17 276.36 440.28 0 4.95 56 100 4.02535169073515
"2390" 14 2006-01-08 551.6 383.63 4915.52 0.63 274.13 342.01 0 22.53 56 100 4.02535169073515
"2391" 15 2006-01-08 271.7 436.69 5046.69 0.66 274.77 287.02 0 23.49 43 100 3.76120011569356
"2392" 16 2006-01-08 337 386.95 5003.68 0.71 274.79 391.91 0 6.06 63 100 4.14313472639153
"2393" 17 2006-01-08 154 470.41 5031.91 1.15 276.18 150.2 0 21.3 50 100 3.91202300542815
"2394" 18 2006-01-08 201.7 483.16 4956.77 0.63 272.77 310.56 0 9.64 96 100 4.56434819146784
"2395" 19 2006-01-08 374.9 368.18 4971.65 0.35 275.42 495.19 0 22.74 NA 100 NA
"2396" 20 2006-01-08 243.6 393.64 4986.79 0.49 275.03 319.57 0 94.86 89 100 4.48863636973214
"2397" 21 2006-01-08 243.6 396.04 4992.42 0.7 275.54 372.53 0 99.46 93 100 4.53259949315326
"2398" 22 2006-01-08 118.5 489 4971.8 0.48 272.86 340.86 0 18.33 NA 100 NA
"2399" 23 2006-01-08 131 454.26 5019.81 0.94 274.33 113.81 0 16.5 58 100 4.06044301054642
"2400" 24 2006-01-08 201.4 466.4 5086.6 1.07 275.3 316.36 0 14.3 36 100 3.58351893845611
"2401" 1 2006-01-09 95.2 469.45 4972.85 1.11 274.11 546.77 0 32.04 75 101 4.31748811353631
"2402" 2 2006-01-09 164.1 423.48 4950.69 0.83 274.53 566 0 16.64 85 101 4.44265125649032
"2403" 3 2006-01-09 242.9 490.71 4948.86 0.62 273.25 481.69 0 10.28 84 101 4.43081679884331
"2404" 4 2006-01-09 149.9 437.36 4973.34 0.98 274.9 638.9 0 32.8 87 101 4.46590811865458
"2405" 5 2006-01-09 405 426.44 5045.66 0.97 275.14 658.08 0 34.81 56 101 4.02535169073515
"2406" 6 2006-01-09 257.5 394.6 5001.18 0.79 274.75 706.3 0 35.17 96 101 4.56434819146784
"2407" 7 2006-01-09 313.2 457.96 5061.46 0.78 274.43 690.24 0 24.67 60 101 4.0943445622221
"2408" 8 2006-01-09 345.2 444.29 5062.64 0.73 274.3 626.84 0 18.19 59 101 4.07753744390572
"2409" 9 2006-01-09 331 376.96 4993.48 0.43 273.25 612.19 0 21.75 NA 101 NA
"2410" 10 2006-01-09 280.4 416.65 4985.65 1.14 275 655.82 0 11.59 67 101 4.20469261939097
"2411" 11 2006-01-09 238.8 399.22 4967.87 0.51 273.82 625.59 0 14.2 108 101 4.68213122712422
"2412" 12 2006-01-09 118.3 456.49 4998.42 1.22 275.88 595.7 0 22.64 71 101 4.26267987704132
"2413" 13 2006-01-09 124.7 483.36 5028.7 0.98 275.75 625.45 0 8 61 101 4.11087386417331
"2414" 14 2006-01-09 551.6 383.63 4915.52 0.59 272.84 547.43 0 25.96 58 101 4.06044301054642
"2415" 15 2006-01-09 271.7 436.69 5046.69 0.75 274.27 668.29 0 25.72 58 101 4.06044301054642
"2416" 16 2006-01-09 337 386.95 5003.68 0.57 274.08 665.28 0 9.26 69 101 4.23410650459726
"2417" 17 2006-01-09 154 470.41 5031.91 1.01 275.95 557.95 0 25.86 51 101 3.93182563272433
"2418" 18 2006-01-09 201.7 483.16 4956.77 0.86 273.37 510.38 0 13.12 73 101 4.29045944114839
"2419" 19 2006-01-09 374.9 368.18 4971.65 0.59 274.24 659.23 0 25.93 NA 101 NA
"2420" 20 2006-01-09 243.6 393.64 4986.79 0.43 274.58 669.18 0 130.49 NA 101 NA
"2421" 21 2006-01-09 243.6 396.04 4992.42 0.54 274.98 729.79 0 126.78 103 101 4.63472898822964
"2422" 22 2006-01-09 118.5 489 4971.8 0.79 273.61 516.02 0 27.51 NA 101 NA
"2423" 23 2006-01-09 131 454.26 5019.81 0.89 274.61 504.92 0 20.88 80 101 4.38202663467388
"2424" 24 2006-01-09 201.4 466.4 5086.6 1.57 275.05 351.7 0 20.03 39 101 3.66356164612965
"2425" 1 2006-01-10 95.2 469.45 4972.85 0.74 271.86 328.61 0 32.01 109 102 4.69134788222914
"2426" 2 2006-01-10 164.1 423.48 4950.69 0.87 274.94 428.01 0 16.57 73 102 4.29045944114839
"2427" 3 2006-01-10 242.9 490.71 4948.86 0.65 272.33 356.99 0 10.28 96 102 4.56434819146784
"2428" 4 2006-01-10 149.9 437.36 4973.34 0.87 272.53 357.92 0 32.89 111 102 4.70953020131233
"2429" 5 2006-01-10 405 426.44 5045.66 0.79 275.76 615.94 0 34.67 30 102 3.40119738166216
"2430" 6 2006-01-10 257.5 394.6 5001.18 0.84 272.99 519.3 0 35.21 97 102 4.57471097850338
"2431" 7 2006-01-10 313.2 457.96 5061.46 0.8 273.46 559.57 0 24.6 48 102 3.87120101090789
"2432" 8 2006-01-10 345.2 444.29 5062.64 0.79 274.26 554.51 0 18.14 48 102 3.87120101090789
"2433" 9 2006-01-10 331 376.96 4993.48 0.72 271.05 537.54 0 21.85 NA 102 NA
"2434" 10 2006-01-10 280.4 416.65 4985.65 0.82 273.92 493.35 0 11.58 80 102 4.38202663467388
"2435" 11 2006-01-10 238.8 399.22 4967.87 0.46 271.32 392.87 0 14.23 133 102 4.89034912822175
"2436" 12 2006-01-10 118.3 456.49 4998.42 0.68 274.2 330.88 0 22.53 67 102 4.20469261939097
"2437" 13 2006-01-10 124.7 483.36 5028.7 0.91 273.25 269.99 0 7.98 75 102 4.31748811353631
"2438" 14 2006-01-10 551.6 383.63 4915.52 1.03 272.27 502.18 0 25.86 25 102 3.2188758248682
"2439" 15 2006-01-10 271.7 436.69 5046.69 0.66 272.35 489.7 0 25.64 46 102 3.8286413964891
"2440" 16 2006-01-10 337 386.95 5003.68 0.58 271.98 532.55 0 9.24 NA 102 NA
"2441" 17 2006-01-10 154 470.41 5031.91 0.98 273.51 220.73 0 25.76 60 102 4.0943445622221
"2442" 18 2006-01-10 201.7 483.16 4956.77 0.67 271.82 341.9 0 13.08 48 102 3.87120101090789
"2443" 19 2006-01-10 374.9 368.18 4971.65 0.64 273.3 550.5 0 25.91 NA 102 NA
"2444" 20 2006-01-10 243.6 393.64 4986.79 0.46 273.53 499.44 0 129.79 NA 102 NA
"2445" 21 2006-01-10 243.6 396.04 4992.42 0.53 274.12 558.98 0 126.03 140 102 4.9416424226093
"2446" 22 2006-01-10 118.5 489 4971.8 0.32 271.86 346.22 0 27.5 NA 102 NA
"2447" 23 2006-01-10 131 454.26 5019.81 0.63 271.84 209.89 0 20.8 87 102 4.46590811865458
"2448" 24 2006-01-10 201.4 466.4 5086.6 1.11 274.62 300.53 0 19.94 26 102 3.25809653802148
"2449" 1 2006-01-11 95.2 469.45 4972.85 0.94 271.97 293.29 0 32.77 120 103 4.78749174278205
"2450" 2 2006-01-11 164.1 423.48 4950.69 0.81 276.53 440.2 0 17.14 65 103 4.17438726989564
"2451" 3 2006-01-11 242.9 490.71 4948.86 0.78 273.42 350.39 0 10.45 94 103 4.54329478227
"2452" 4 2006-01-11 149.9 437.36 4973.34 0.86 273.04 343.43 0 33.82 116 103 4.75359019110636
"2453" 5 2006-01-11 405 426.44 5045.66 1.08 276.27 630.56 0 35.71 NA 103 NA
"2454" 6 2006-01-11 257.5 394.6 5001.18 0.91 274.06 652 0 36.1 95 103 4.55387689160054
"2455" 7 2006-01-11 313.2 457.96 5061.46 1.17 274.64 609.45 0 25.16 49 103 3.89182029811063
"2456" 8 2006-01-11 345.2 444.29 5062.64 1.2 275.64 598.19 0 18.5 55 103 4.00733318523247
"2457" 9 2006-01-11 331 376.96 4993.48 0.74 271.97 662.16 0 22.18 NA 103 NA
"2458" 10 2006-01-11 280.4 416.65 4985.65 1.1 275.04 498.68 0 11.72 74 103 4.30406509320417
"2459" 11 2006-01-11 238.8 399.22 4967.87 0.67 271.99 417.03 0 14.58 120 103 4.78749174278205
"2460" 12 2006-01-11 118.3 456.49 4998.42 0.7 274.54 302.28 0 23.37 107 103 4.67282883446191
"2461" 13 2006-01-11 124.7 483.36 5028.7 1.2 273.25 236.63 0 8.17 72 103 4.27666611901606
"2462" 14 2006-01-11 551.6 383.63 4915.52 1.41 273.27 554.56 0 26.6 15 103 2.70805020110221
"2463" 15 2006-01-11 271.7 436.69 5046.69 1 272.99 513.52 0 26.23 44 103 3.78418963391826
"2464" 16 2006-01-11 337 386.95 5003.68 0.68 272.93 666.78 0 9.44 NA 103 NA
"2465" 17 2006-01-11 154 470.41 5031.91 1.28 273.94 200.78 0 26.84 NA 103 NA
"2466" 18 2006-01-11 201.7 483.16 4956.77 0.77 272.8 324.62 0 13.46 73 103 4.29045944114839
"2467" 19 2006-01-11 374.9 368.18 4971.65 0.67 274.45 609.91 0 26.63 NA 103 NA
"2468" 20 2006-01-11 243.6 393.64 4986.79 0.61 274.87 587.36 0 135.54 NA 103 NA
"2469" 21 2006-01-11 243.6 396.04 4992.42 0.62 275.5 679.49 0 131.87 147 103 4.99043258677874
"2470" 22 2006-01-11 118.5 489 4971.8 0.44 272.78 331.46 0 28.21 NA 103 NA
"2471" 23 2006-01-11 131 454.26 5019.81 0.79 272.1 188.65 0 21.62 102 103 4.62497281328427
"2472" 24 2006-01-11 201.4 466.4 5086.6 1.35 274.93 312.86 0 20.54 25 103 3.2188758248682
"2473" 1 2006-01-12 95.2 469.45 4972.85 0.92 271.52 132.86 0 33.09 116 104 4.75359019110636
"2474" 2 2006-01-12 164.1 423.48 4950.69 0.87 275.99 246.78 0 17.36 73 104 4.29045944114839
"2475" 3 2006-01-12 242.9 490.71 4948.86 0.64 272.39 320.35 0 10.54 90 104 4.49980967033027
"2476" 4 2006-01-12 149.9 437.36 4973.34 1.08 272.55 164.71 0 34.11 110 104 4.70048036579242
"2477" 5 2006-01-12 405 426.44 5045.66 0.82 276.34 351.73 0 36.12 NA 104 NA
"2478" 6 2006-01-12 257.5 394.6 5001.18 1.12 273.78 245.85 0 36.48 91 104 4.51085950651685
"2479" 7 2006-01-12 313.2 457.96 5061.46 0.71 274.34 291.95 0 25.39 51 104 3.93182563272433
"2480" 8 2006-01-12 345.2 444.29 5062.64 0.67 275.53 273.53 0 18.64 63 104 4.14313472639153
"2481" 9 2006-01-12 331 376.96 4993.48 0.63 272 234.91 0 22.36 NA 104 NA
"2482" 10 2006-01-12 280.4 416.65 4985.65 1.28 274.74 200.81 0 11.76 69 104 4.23410650459726
"2483" 11 2006-01-12 238.8 399.22 4967.87 0.43 271.98 188.24 0 14.73 129 104 4.85981240436167
"2484" 12 2006-01-12 118.3 456.49 4998.42 1.06 273.88 151.14 0 23.7 75 104 4.31748811353631
"2485" 13 2006-01-12 124.7 483.36 5028.7 1.08 273.28 150.48 0 8.24 78 104 4.35670882668959
"2486" 14 2006-01-12 551.6 383.63 4915.52 1.09 273.44 399.03 0 26.89 28 104 3.3322045101752
"2487" 15 2006-01-12 271.7 436.69 5046.69 0.68 273.04 250.69 0 26.46 55 104 4.00733318523247
"2488" 16 2006-01-12 337 386.95 5003.68 0.69 272.76 231.66 0 9.51 NA 104 NA
"2489" 17 2006-01-12 154 470.41 5031.91 1.15 273.94 130.52 0 27.29 NA 104 NA
"2490" 18 2006-01-12 201.7 483.16 4956.77 0.79 271.9 287.38 0 13.61 84 104 4.43081679884331
"2491" 19 2006-01-12 374.9 368.18 4971.65 0.54 274.63 260.41 0 26.88 NA 104 NA
"2492" 20 2006-01-12 243.6 393.64 4986.79 0.52 274.46 227.14 0 137.72 NA 104 NA
"2493" 21 2006-01-12 243.6 396.04 4992.42 0.72 275.02 276.95 0 134.07 126 104 4.83628190695148
"2494" 22 2006-01-12 118.5 489 4971.8 0.48 271.92 307.44 0 28.53 107 104 4.67282883446191
"2495" 23 2006-01-12 131 454.26 5019.81 0.92 271.81 136.08 0 21.94 93 104 4.53259949315326
"2496" 24 2006-01-12 201.4 466.4 5086.6 0.56 275.18 172.13 0 20.76 26 104 3.25809653802148
"2497" 1 2006-01-13 95.2 469.45 4972.85 0.6 271.37 341.8 0 34.47 118 105 4.77068462446567
"2498" 2 2006-01-13 164.1 423.48 4950.69 0.82 274.99 523.98 0 18.31 73 105 4.29045944114839
"2499" 3 2006-01-13 242.9 490.71 4948.86 0.9 271.49 376.39 0 10.86 107 105 4.67282883446191
"2500" 4 2006-01-13 149.9 437.36 4973.34 0.83 272.69 413.3 0 35.75 108 105 4.68213122712422
"2501" 5 2006-01-13 405 426.44 5045.66 0.92 275.28 690.63 0 37.85 NA 105 NA
"2502" 6 2006-01-13 257.5 394.6 5001.18 0.98 273.6 764.4 0 38.08 84 105 4.43081679884331
"2503" 7 2006-01-13 313.2 457.96 5061.46 1.16 273.94 731.03 0 26.33 48 105 3.87120101090789
"2504" 8 2006-01-13 345.2 444.29 5062.64 1.17 274.61 700.95 0 19.23 55 105 4.00733318523247
"2505" 9 2006-01-13 331 376.96 4993.48 0.79 271.38 704.81 0 23.08 NA 105 NA
"2506" 10 2006-01-13 280.4 416.65 4985.65 1.01 274.35 775.62 0 11.99 78 105 4.35670882668959
"2507" 11 2006-01-13 238.8 399.22 4967.87 0.45 271.7 627.55 0 15.4 126 105 4.83628190695148
"2508" 12 2006-01-13 118.3 456.49 4998.42 1.03 274.4 342.45 0 25.09 67 105 4.20469261939097
"2509" 13 2006-01-13 124.7 483.36 5028.7 1.17 273.4 352.16 0 8.55 63 105 4.14313472639153
"2510" 14 2006-01-13 551.6 383.63 4915.52 1.14 272.21 613.8 0 28.11 30 105 3.40119738166216
"2511" 15 2006-01-13 271.7 436.69 5046.69 0.9 272.58 596.7 0 27.44 51 105 3.93182563272433
"2512" 16 2006-01-13 337 386.95 5003.68 0.69 272.57 729.99 0 9.83 NA 105 NA
"2513" 17 2006-01-13 154 470.41 5031.91 1.2 273.88 262.89 0 29.16 NA 105 NA
"2514" 18 2006-01-13 201.7 483.16 4956.77 0.89 271.34 373.59 0 14.25 107 105 4.67282883446191
"2515" 19 2006-01-13 374.9 368.18 4971.65 0.72 273.93 781.21 0 28.04 NA 105 NA
"2516" 20 2006-01-13 243.6 393.64 4986.79 0.52 273.91 671.28 0 147.01 NA 105 NA
"2517" 21 2006-01-13 243.6 396.04 4992.42 0.63 274.58 759.21 0 143.47 126 105 4.83628190695148
"2518" 22 2006-01-13 118.5 489 4971.8 0.44 271.5 358.14 0 29.86 120 105 4.78749174278205
"2519" 23 2006-01-13 131 454.26 5019.81 0.7 272.03 239.71 0 23.35 89 105 4.48863636973214
"2520" 24 2006-01-13 201.4 466.4 5086.6 1.02 274.49 334.33 0 21.72 12 105 2.484906649788
"2521" 1 2006-01-14 95.2 469.45 4972.85 0.85 270.8 302.06 0 26.68 116 106 4.75359019110636
"2522" 2 2006-01-14 164.1 423.48 4950.69 0.84 275.35 444.79 0 15.77 67 106 4.20469261939097
"2523" 3 2006-01-14 242.9 490.71 4948.86 0.92 271.94 361.85 0 9.48 89 106 4.48863636973214
"2524" 4 2006-01-14 149.9 437.36 4973.34 0.83 272.03 349.28 0 31.09 120 106 4.78749174278205
"2525" 5 2006-01-14 405 426.44 5045.66 0.96 275.95 633.39 0 33.39 NA 106 NA
"2526" 6 2006-01-14 257.5 394.6 5001.18 0.97 273.03 529.24 0 28.37 95 106 4.55387689160054
"2527" 7 2006-01-14 313.2 457.96 5061.46 0.81 273.51 544.47 0 22.4 54 106 3.98898404656427
"2528" 8 2006-01-14 345.2 444.29 5062.64 0.88 274.68 551.25 0 17.19 53 106 3.97029191355212
"2529" 9 2006-01-14 331 376.96 4993.48 0.7 270.78 555.32 0 18.87 NA 106 NA
"2530" 10 2006-01-14 280.4 416.65 4985.65 0.99 274.03 457.96 0 11.23 88 106 4.47733681447821
"2531" 11 2006-01-14 238.8 399.22 4967.87 0.48 270.85 422.9 0 13.61 123 106 4.81218435537242
"2532" 12 2006-01-14 118.3 456.49 4998.42 0.66 273.41 271.86 0 21.41 102 106 4.62497281328427
"2533" 13 2006-01-14 124.7 483.36 5028.7 0.86 272.39 253.76 0 6.48 67 106 4.20469261939097
"2534" 14 2006-01-14 551.6 383.63 4915.52 1.12 272.52 576.6 0 24.89 16 106 2.77258872223978
"2535" 15 2006-01-14 271.7 436.69 5046.69 0.77 272.18 497.03 0 25.13 51 106 3.93182563272433
"2536" 16 2006-01-14 337 386.95 5003.68 0.68 271.93 545.59 0 7.83 NA 106 NA
"2537" 17 2006-01-14 154 470.41 5031.91 0.95 272.92 213.35 0 24.49 NA 106 NA
"2538" 18 2006-01-14 201.7 483.16 4956.77 0.92 271.37 341.15 0 11.72 88 106 4.47733681447821
"2539" 19 2006-01-14 374.9 368.18 4971.65 0.61 273.24 538.03 0 24.93 NA 106 NA
"2540" 20 2006-01-14 243.6 393.64 4986.79 0.5 273.59 503.95 0 117.63 NA 106 NA
"2541" 21 2006-01-14 243.6 396.04 4992.42 0.62 274.28 557.27 0 118.17 155 106 5.04342511691925
"2542" 22 2006-01-14 118.5 489 4971.8 0.49 271.5 348.51 0 23.55 77 106 4.34380542185368
"2543" 23 2006-01-14 131 454.26 5019.81 0.72 271.1 191.46 0 19.4 89 106 4.48863636973214
"2544" 24 2006-01-14 201.4 466.4 5086.6 1.16 274.57 299.07 0 17.48 10 106 2.30258509299405
"2545" 1 2006-01-15 95.2 469.45 4972.85 0.73 270.17 429.86 0 20.01 101 107 4.61512051684126
"2546" 2 2006-01-15 164.1 423.48 4950.69 0.72 271.68 484.92 0 13.92 77 107 4.34380542185368
"2547" 3 2006-01-15 242.9 490.71 4948.86 0.59 269.59 371.22 0 8.54 107 107 4.67282883446191
"2548" 4 2006-01-15 149.9 437.36 4973.34 0.85 269.7 479.6 0 28.25 112 107 4.71849887129509
"2549" 5 2006-01-15 405 426.44 5045.66 0.72 271.94 719.58 0 30.13 NA 107 NA
"2550" 6 2006-01-15 257.5 394.6 5001.18 1.3 271.01 739.77 0 20.23 83 107 4.4188406077966
"2551" 7 2006-01-15 313.2 457.96 5061.46 0.91 271.32 748.95 0 19.11 68 107 4.21950770517611
"2552" 8 2006-01-15 345.2 444.29 5062.64 0.93 271.64 713.89 0 15.55 56 107 4.02535169073515
"2553" 9 2006-01-15 331 376.96 4993.48 0.66 269.46 679.72 0 15.52 NA 107 NA
"2554" 10 2006-01-15 280.4 416.65 4985.65 1.39 272.44 639.82 0 10.64 84 107 4.43081679884331
"2555" 11 2006-01-15 238.8 399.22 4967.87 0.43 269.69 649.13 0 12.42 130 107 4.86753445045558
"2556" 12 2006-01-15 118.3 456.49 4998.42 1.32 272.4 453.98 0 18.69 92 107 4.52178857704904
"2557" 13 2006-01-15 124.7 483.36 5028.7 1.16 272.16 446.44 0 4.95 75 107 4.31748811353631
"2558" 14 2006-01-15 551.6 383.63 4915.52 0.86 269.97 575.39 0 22.53 52 107 3.95124371858143
"2559" 15 2006-01-15 271.7 436.69 5046.69 0.8 270.43 691.38 0 23.49 63 107 4.14313472639153
"2560" 16 2006-01-15 337 386.95 5003.68 0.88 270.11 711.14 0 6.06 NA 107 NA
"2561" 17 2006-01-15 154 470.41 5031.91 1.3 272.2 355.42 0 21.3 NA 107 NA
"2562" 18 2006-01-15 201.7 483.16 4956.77 0.65 270.04 390.32 0 9.64 90 107 4.49980967033027
"2563" 19 2006-01-15 374.9 368.18 4971.65 0.67 272.09 806.21 0 22.74 NA 107 NA
"2564" 20 2006-01-15 243.6 393.64 4986.79 0.49 271.28 700.41 0 94.86 NA 107 NA
"2565" 21 2006-01-15 243.6 396.04 4992.42 0.74 271.78 746.26 0 99.46 113 107 4.72738781871234
"2566" 22 2006-01-15 118.5 489 4971.8 0.53 270.15 412.94 0 18.33 114 107 4.7361984483945
"2567" 23 2006-01-15 131 454.26 5019.81 1.14 270.45 403.13 0 16.5 84 107 4.43081679884331
"2568" 24 2006-01-15 201.4 466.4 5086.6 1.65 272.61 396.14 0 14.3 19 107 2.94443897916644
"2569" 1 2006-01-16 95.2 469.45 4972.85 0.96 270.85 502.25 0 32.04 111 108 4.70953020131233
"2570" 2 2006-01-16 164.1 423.48 4950.69 0.48 272.11 516.43 0 16.64 126 108 4.83628190695148
"2571" 3 2006-01-16 242.9 490.71 4948.86 0.46 270.97 456.51 0 10.28 96 108 4.56434819146784
"2572" 4 2006-01-16 149.9 437.36 4973.34 0.93 270.02 507.14 0 32.8 158 108 5.06259503302697
"2573" 5 2006-01-16 405 426.44 5045.66 0.53 271.52 758.13 0 34.81 NA 108 NA
"2574" 6 2006-01-16 257.5 394.6 5001.18 1.02 271.1 711.8 0 35.17 143 108 4.96284463025991
"2575" 7 2006-01-16 313.2 457.96 5061.46 0.79 270.38 731.91 0 24.67 91 108 4.51085950651685
"2576" 8 2006-01-16 345.2 444.29 5062.64 0.83 270.61 723.12 0 18.19 80 108 4.38202663467388
"2577" 9 2006-01-16 331 376.96 4993.48 0.55 270.73 662.63 0 21.75 NA 108 NA
"2578" 10 2006-01-16 280.4 416.65 4985.65 0.88 271.4 669.82 0 11.59 103 108 4.63472898822964
"2579" 11 2006-01-16 238.8 399.22 4967.87 0.35 271.25 647.6 0 14.2 160 108 5.07517381523383
"2580" 12 2006-01-16 118.3 456.49 4998.42 0.98 272.62 516.76 0 22.64 97 108 4.57471097850338
"2581" 13 2006-01-16 124.7 483.36 5028.7 0.87 270.51 453.17 0 8 94 108 4.54329478227
"2582" 14 2006-01-16 551.6 383.63 4915.52 0.79 270.42 489.03 0 25.96 83 108 4.4188406077966
"2583" 15 2006-01-16 271.7 436.69 5046.69 0.59 269.89 705.44 0 25.72 96 108 4.56434819146784
"2584" 16 2006-01-16 337 386.95 5003.68 0.64 270.42 680.63 0 9.26 NA 108 NA
"2585" 17 2006-01-16 154 470.41 5031.91 0.92 270.78 370.45 0 25.86 NA 108 NA
"2586" 18 2006-01-16 201.7 483.16 4956.77 0.56 271.36 478.88 0 13.12 84 108 4.43081679884331
"2587" 19 2006-01-16 374.9 368.18 4971.65 0.62 272.15 759.61 0 25.93 NA 108 NA
"2588" 20 2006-01-16 243.6 393.64 4986.79 0.5 271.41 689.03 0 130.49 NA 108 NA
"2589" 21 2006-01-16 243.6 396.04 4992.42 0.64 271.71 744.15 0 126.78 136 108 4.91265488573605
"2590" 22 2006-01-16 118.5 489 4971.8 0.58 271.39 495.98 0 27.51 115 108 4.74493212836325
"2591" 23 2006-01-16 131 454.26 5019.81 0.74 269.97 347.99 0 20.88 108 108 4.68213122712422
"2592" 24 2006-01-16 201.4 466.4 5086.6 1.45 272.29 445.45 0 20.03 25 108 3.2188758248682
"2593" 1 2006-01-17 95.2 469.45 4972.85 0.74 272.71 189.05 0 32.01 136 109 4.91265488573605
"2594" 2 2006-01-17 164.1 423.48 4950.69 0.63 272.83 244.47 0 16.57 122 109 4.80402104473326
"2595" 3 2006-01-17 242.9 490.71 4948.86 0.33 272 157.73 0 10.28 NA 109 NA
"2596" 4 2006-01-17 149.9 437.36 4973.34 0.73 271.61 240.8 0 32.89 158 109 5.06259503302697
"2597" 5 2006-01-17 405 426.44 5045.66 0.63 272.67 399.1 0 34.67 NA 109 NA
"2598" 6 2006-01-17 257.5 394.6 5001.18 0.81 271.55 332.33 0 35.21 170 109 5.13579843705026
"2599" 7 2006-01-17 313.2 457.96 5061.46 0.73 271.35 431.67 0 24.6 84 109 4.43081679884331
"2600" 8 2006-01-17 345.2 444.29 5062.64 0.88 271.22 363.25 0 18.14 75 109 4.31748811353631
"2601" 9 2006-01-17 331 376.96 4993.48 0.54 270.18 275.98 0 21.85 NA 109 NA
"2602" 10 2006-01-17 280.4 416.65 4985.65 0.66 271.98 264.4 0 11.58 131 109 4.87519732320115
"2603" 11 2006-01-17 238.8 399.22 4967.87 0.31 270.86 236.81 0 14.23 171 109 5.14166355650266
"2604" 12 2006-01-17 118.3 456.49 4998.42 0.7 273.31 221.89 0 22.53 137 109 4.91998092582813
"2605" 13 2006-01-17 124.7 483.36 5028.7 0.7 272.12 167.28 0 7.98 125 109 4.8283137373023
"2606" 14 2006-01-17 551.6 383.63 4915.52 0.55 270.62 239.55 0 25.86 NA 109 NA
"2607" 15 2006-01-17 271.7 436.69 5046.69 0.71 270.76 325.09 0 25.64 97 109 4.57471097850338
"2608" 16 2006-01-17 337 386.95 5003.68 0.51 270.8 306.21 0 9.24 NA 109 NA
"2609" 17 2006-01-17 154 470.41 5031.91 0.79 271.86 154.49 0 25.76 NA 109 NA
"2610" 18 2006-01-17 201.7 483.16 4956.77 0.46 272.7 182.28 0 13.08 86 109 4.45434729625351
"2611" 19 2006-01-17 374.9 368.18 4971.65 0.57 271.71 323.81 0 25.91 NA 109 NA
"2612" 20 2006-01-17 243.6 393.64 4986.79 0.34 271.64 284.98 0 129.79 NA 109 NA
"2613" 21 2006-01-17 243.6 396.04 4992.42 0.49 272.1 331.4 0 126.03 156 109 5.04985600724954
"2614" 22 2006-01-17 118.5 489 4971.8 0.47 272.83 195.62 0 27.5 108 109 4.68213122712422
"2615" 23 2006-01-17 131 454.26 5019.81 0.62 271.32 152.55 0 20.8 147 109 4.99043258677874
"2616" 24 2006-01-17 201.4 466.4 5086.6 1.09 272.64 219.01 0 19.94 51 109 3.93182563272433
"2617" 1 2006-01-18 95.2 469.45 4972.85 1.29 273.57 322.74 0 32.77 126 110 4.83628190695148
"2618" 2 2006-01-18 164.1 423.48 4950.69 0.88 274.67 172.17 0 17.14 105 110 4.65396035015752
"2619" 3 2006-01-18 242.9 490.71 4948.86 0.35 273.85 238.5 0 10.45 60 110 4.0943445622221
"2620" 4 2006-01-18 149.9 437.36 4973.34 1.02 272.58 277.93 0 33.82 144 110 4.969813299576
"2621" 5 2006-01-18 405 426.44 5045.66 0.47 276.16 558.93 0 35.71 NA 110 NA
