"Station.ID" "Date" "dem" "x" "y" "WS" "temp" "HMIX" "PREC" "EMI" "PM10" "time" "logPM10"
"822" 6 2005-11-04 257.5 394.6 5001.18 0.66 285.31 590.52 0 50.2 105 35 4.65396035015752
"823" 7 2005-11-04 313.2 457.96 5061.46 0.73 284.55 591.08 0 24.76 76 35 4.33073334028633
"824" 8 2005-11-04 345.2 444.29 5062.64 0.63 284.36 504.51 0 16.6 73 35 4.29045944114839
"825" 9 2005-11-04 331 376.96 4993.48 0.37 284.34 457.09 0 25.13 93 35 4.53259949315326
"826" 10 2005-11-04 280.4 416.65 4985.65 0.31 284.75 375.69 0 7.58 95 35 4.55387689160054
"827" 11 2005-11-04 238.8 399.22 4967.87 0.38 284.99 477.77 0 16.26 119 35 4.77912349311153
"828" 12 2005-11-04 118.3 456.49 4998.42 0.82 285.13 236.4 0 31.71 56 35 4.02535169073515
"829" 13 2005-11-04 124.7 483.36 5028.7 0.58 285.07 276.74 0 9.6 113 35 4.72738781871234
"830" 14 2005-11-04 551.6 383.63 4915.52 0.71 284.17 281.21 0 30.49 50 35 3.91202300542815
"831" 15 2005-11-04 271.7 436.69 5046.69 0.4 284.6 469.66 0 23.79 99 35 4.59511985013459
"832" 16 2005-11-04 337 386.95 5003.68 0.5 285.07 557 0 11.8 54 35 3.98898404656427
"833" 17 2005-11-04 154 470.41 5031.91 0.68 284.75 201.52 1.21 45.33 100 35 4.60517018598809
"834" 18 2005-11-04 201.7 483.16 4956.77 0.4 284.82 254.59 4.76 15.45 50 35 3.91202300542815
"835" 19 2005-11-04 374.9 368.18 4971.65 0.59 285.18 499.54 0 28.75 86 35 4.45434729625351
"836" 20 2005-11-04 243.6 393.64 4986.79 0.39 285.16 487.33 0 244.21 87 35 4.46590811865458
"837" 21 2005-11-04 243.6 396.04 4992.42 0.34 285.54 567.93 0 227.56 134 35 4.89783979995091
"838" 22 2005-11-04 118.5 489 4971.8 0.34 285.14 256.73 3.63 34.18 56 35 4.02535169073515
"839" 23 2005-11-04 131 454.26 5019.81 0.58 284.61 201.57 0 31.59 108 35 4.68213122712422
"840" 24 2005-11-04 201.4 466.4 5086.6 1 285.84 265.86 0 23.72 38 35 3.63758615972639
"841" 1 2005-11-05 95.2 469.45 4972.85 0.61 285.96 283.51 2.98 25.48 NA 36 NA
"842" 2 2005-11-05 164.1 423.48 4950.69 0.6 285.73 303.42 0 18.59 52 36 3.95124371858143
"843" 3 2005-11-05 242.9 490.71 4948.86 0.44 284.48 230.93 12.37 6.47 35 36 3.55534806148941
"844" 4 2005-11-05 149.9 437.36 4973.34 0.56 285.73 288.14 4.3 28.04 66 36 4.18965474202643
"845" 5 2005-11-05 405 426.44 5045.66 0.44 285.12 685.14 3.56 31.22 75 36 4.31748811353631
"846" 6 2005-11-05 257.5 394.6 5001.18 0.54 285.79 687.33 1.3 32.96 95 36 4.55387689160054
"847" 7 2005-11-05 313.2 457.96 5061.46 0.54 285.08 562.8 5.3 17.1 48 36 3.87120101090789
"848" 8 2005-11-05 345.2 444.29 5062.64 0.47 284.49 554.81 3.81 12.1 63 36 4.14313472639153
"849" 9 2005-11-05 331 376.96 4993.48 0.52 285.21 634.72 0 16.04 84 36 4.43081679884331
"850" 10 2005-11-05 280.4 416.65 4985.65 0.47 285.34 331.51 3.69 6.21 60 36 4.0943445622221
"851" 11 2005-11-05 238.8 399.22 4967.87 0.46 285.89 589.63 1.57 13.74 105 36 4.65396035015752
"852" 12 2005-11-05 118.3 456.49 4998.42 0.49 285.98 251.95 5.46 25.28 17 36 2.83321334405622
"853" 13 2005-11-05 124.7 483.36 5028.7 0.48 286.06 210.64 4.05 6.28 48 36 3.87120101090789
"854" 14 2005-11-05 551.6 383.63 4915.52 0.5 284.56 298.09 1.85 23.84 57 36 4.04305126783455
"855" 15 2005-11-05 271.7 436.69 5046.69 0.38 285.33 624.99 4.06 18.8 71 36 4.26267987704132
"856" 16 2005-11-05 337 386.95 5003.68 0.42 285.55 673.1 1.34 7.08 70 36 4.24849524204936
"857" 17 2005-11-05 154 470.41 5031.91 0.44 285.7 253.56 9.83 35.05 41 36 3.71357206670431
"858" 18 2005-11-05 201.7 483.16 4956.77 0.61 285.34 255.97 7 11.76 16 36 2.77258872223978
"859" 19 2005-11-05 374.9 368.18 4971.65 0.4 285.44 691.79 1.78 23.61 93 36 4.53259949315326
"860" 20 2005-11-05 243.6 393.64 4986.79 0.35 285.62 628.44 1.9 178.93 92 36 4.52178857704904
"861" 21 2005-11-05 243.6 396.04 4992.42 0.35 285.94 694.5 1.4 178.11 112 36 4.71849887129509
"862" 22 2005-11-05 118.5 489 4971.8 0.49 285.75 279.41 9.04 21.77 22 36 3.09104245335832
"863" 23 2005-11-05 131 454.26 5019.81 0.53 285.86 256.75 7.3 24.78 60 36 4.0943445622221
"864" 24 2005-11-05 201.4 466.4 5086.6 1.28 286.23 367.51 10.63 16.17 30 36 3.40119738166216
"865" 1 2005-11-06 95.2 469.45 4972.85 1.68 285.51 322.7 11.53 21.92 NA 37 NA
"866" 2 2005-11-06 164.1 423.48 4950.69 1.04 285.23 295.68 9.15 15.42 23 37 3.13549421592915
"867" 3 2005-11-06 242.9 490.71 4948.86 1.3 284.26 358.98 13.42 5.49 11 37 2.39789527279837
"868" 4 2005-11-06 149.9 437.36 4973.34 1.35 285.29 294.73 11.05 24.07 35 37 3.55534806148941
"869" 5 2005-11-06 405 426.44 5045.66 0.66 284.71 439.25 0 25.83 30 37 3.40119738166216
"870" 6 2005-11-06 257.5 394.6 5001.18 0.7 285.05 424.23 0 25.28 46 37 3.8286413964891
"871" 7 2005-11-06 313.2 457.96 5061.46 0.96 284.75 492.58 2.85 14.19 28 37 3.3322045101752
"872" 8 2005-11-06 345.2 444.29 5062.64 0.75 284.12 403.46 0 9.51 34 37 3.52636052461616
"873" 9 2005-11-06 331 376.96 4993.48 0.61 283.86 412.06 0 12.97 52 37 3.95124371858143
"874" 10 2005-11-06 280.4 416.65 4985.65 0.9 284.81 333.17 5.34 5.59 30 37 3.40119738166216
"875" 11 2005-11-06 238.8 399.22 4967.87 0.72 285.09 393.6 2.8 12.25 49 37 3.89182029811063
"876" 12 2005-11-06 118.3 456.49 4998.42 1.14 285.48 260.05 19.44 21.08 5 37 1.6094379124341
"877" 13 2005-11-06 124.7 483.36 5028.7 1.12 285.62 199.51 7.68 5.04 32 37 3.46573590279973
"878" 14 2005-11-06 551.6 383.63 4915.52 0.73 283.91 283.22 5.01 18.68 19 37 2.94443897916644
"879" 15 2005-11-06 271.7 436.69 5046.69 0.74 284.91 400.26 0 14.79 40 37 3.68887945411394
"880" 16 2005-11-06 337 386.95 5003.68 0.57 284.72 445.97 0 5.4 30 37 3.40119738166216
"881" 17 2005-11-06 154 470.41 5031.91 1.17 285.18 160.53 17.89 27.11 25 37 3.2188758248682
"882" 18 2005-11-06 201.7 483.16 4956.77 1.9 284.99 318.77 15.58 9.26 8 37 2.07944154167984
"883" 19 2005-11-06 374.9 368.18 4971.65 0.48 284.6 471.5 0 19.93 58 37 4.06044301054642
"884" 20 2005-11-06 243.6 393.64 4986.79 0.46 284.98 399.49 1.32 139.71 53 37 3.97029191355212
"885" 21 2005-11-06 243.6 396.04 4992.42 0.48 285.34 435.35 0 145.99 56 37 4.02535169073515
"886" 22 2005-11-06 118.5 489 4971.8 1.88 285.33 373.16 20.48 17.85 9 37 2.19722457733622
"887" 23 2005-11-06 131 454.26 5019.81 0.96 285.44 158.67 12.83 20.72 36 37 3.58351893845611
"888" 24 2005-11-06 201.4 466.4 5086.6 1.45 285.66 283.49 0 13.54 19 37 2.94443897916644
"889" 1 2005-11-07 95.2 469.45 4972.85 0.72 285.35 573.33 0 37.27 NA 38 NA
"890" 2 2005-11-07 164.1 423.48 4950.69 0.73 285.42 692.63 0 20.97 17 38 2.83321334405622
"891" 3 2005-11-07 242.9 490.71 4948.86 0.7 284.6 636.07 0 8.1 26 38 3.25809653802148
"892" 4 2005-11-07 149.9 437.36 4973.34 0.84 285.32 618.8 0 31.33 41 38 3.71357206670431
"893" 5 2005-11-07 405 426.44 5045.66 0.65 284.8 745.39 0 34.88 33 38 3.49650756146648
"894" 6 2005-11-07 257.5 394.6 5001.18 0.8 284.54 812.49 0 46.17 49 38 3.89182029811063
"895" 7 2005-11-07 313.2 457.96 5061.46 1 283.81 727.12 0 22.44 33 38 3.49650756146648
"896" 8 2005-11-07 345.2 444.29 5062.64 0.92 284.22 734.87 0 15.12 29 38 3.36729582998647
"897" 9 2005-11-07 331 376.96 4993.48 0.67 282.83 754.58 0 23.27 37 38 3.61091791264422
"898" 10 2005-11-07 280.4 416.65 4985.65 0.6 284.65 661.86 0 7.04 38 38 3.63758615972639
"899" 11 2005-11-07 238.8 399.22 4967.87 0.51 284.42 619.92 0 14.77 45 38 3.80666248977032
"900" 12 2005-11-07 118.3 456.49 4998.42 0.69 284.95 500.29 0 28.51 8 38 2.07944154167984
"901" 13 2005-11-07 124.7 483.36 5028.7 0.76 284.49 427.58 0 8.9 21 38 3.04452243772342
"902" 14 2005-11-07 551.6 383.63 4915.52 0.86 283.41 700.27 0 27.67 9 38 2.19722457733622
"903" 15 2005-11-07 271.7 436.69 5046.69 0.71 284.19 666.32 0 21.37 38 38 3.63758615972639
"904" 16 2005-11-07 337 386.95 5003.68 0.58 284.26 788.95 0 11.04 20 38 2.99573227355399
"905" 17 2005-11-07 154 470.41 5031.91 0.92 283.73 343.27 0 40.74 27 38 3.29583686600433
"906" 18 2005-11-07 201.7 483.16 4956.77 0.79 284.99 567.97 0 13.99 21 38 3.04452243772342
"907" 19 2005-11-07 374.9 368.18 4971.65 0.66 283.99 750.75 0 25.84 23 38 3.13549421592915
"908" 20 2005-11-07 243.6 393.64 4986.79 0.49 284.8 744.41 0 218.75 45 38 3.80666248977032
"909" 21 2005-11-07 243.6 396.04 4992.42 0.54 285.17 822.41 0 201.62 54 38 3.98898404656427
"910" 22 2005-11-07 118.5 489 4971.8 0.65 285.24 566.18 0 31.38 20 38 2.99573227355399
"911" 23 2005-11-07 131 454.26 5019.81 0.73 283.99 392.39 0 28.16 31 38 3.43398720448515
"912" 24 2005-11-07 201.4 466.4 5086.6 0.82 284.87 428.96 0 21.35 14 38 2.63905732961526
"913" 1 2005-11-08 95.2 469.45 4972.85 0.58 283.81 452.72 0 37.21 NA 39 NA
"914" 2 2005-11-08 164.1 423.48 4950.69 0.51 284.28 588.87 0 20.87 31 39 3.43398720448515
"915" 3 2005-11-08 242.9 490.71 4948.86 0.41 282.71 392.73 0 8.1 27 39 3.29583686600433
"916" 4 2005-11-08 149.9 437.36 4973.34 0.47 283.79 514.97 0 31.44 42 39 3.73766961828337
"917" 5 2005-11-08 405 426.44 5045.66 0.7 284.27 794.57 0 34.69 36 39 3.58351893845611
"918" 6 2005-11-08 257.5 394.6 5001.18 0.6 283.76 822.89 0 46.22 56 39 4.02535169073515
"919" 7 2005-11-08 313.2 457.96 5061.46 1.05 283.64 879.44 0 22.34 35 39 3.55534806148941
"920" 8 2005-11-08 345.2 444.29 5062.64 1 284.07 857.91 0 15.05 29 39 3.36729582998647
"921" 9 2005-11-08 331 376.96 4993.48 0.5 282.17 715.44 0 23.39 51 39 3.93182563272433
"922" 10 2005-11-08 280.4 416.65 4985.65 0.53 283.57 641.89 0 7.02 38 39 3.63758615972639
"923" 11 2005-11-08 238.8 399.22 4967.87 0.4 283.4 634.59 0 14.8 50 39 3.91202300542815
"924" 12 2005-11-08 118.3 456.49 4998.42 0.89 283.36 404.98 0 28.36 6 39 1.79175946922805
"925" 13 2005-11-08 124.7 483.36 5028.7 0.86 283.72 385.31 0 8.87 33 39 3.49650756146648
"926" 14 2005-11-08 551.6 383.63 4915.52 0.78 282.72 624.64 0 27.54 24 39 3.17805383034795
"927" 15 2005-11-08 271.7 436.69 5046.69 0.83 283.35 759.15 0 21.26 33 39 3.49650756146648
"928" 16 2005-11-08 337 386.95 5003.68 0.45 283.5 777.78 0 11 39 39 3.66356164612965
"929" 17 2005-11-08 154 470.41 5031.91 1.08 282.78 329.75 0 40.6 28 39 3.3322045101752
"930" 18 2005-11-08 201.7 483.16 4956.77 0.45 283.21 402.69 0 13.94 15 39 2.70805020110221
"931" 19 2005-11-08 374.9 368.18 4971.65 0.45 283.92 783.76 0 25.81 36 39 3.58351893845611
"932" 20 2005-11-08 243.6 393.64 4986.79 0.35 283.86 728.08 0 217.63 57 39 4.04305126783455
"933" 21 2005-11-08 243.6 396.04 4992.42 0.37 284.34 815.47 0 200.43 91 39 4.51085950651685
"934" 22 2005-11-08 118.5 489 4971.8 0.42 283.6 444.04 0 31.36 14 39 2.63905732961526
"935" 23 2005-11-08 131 454.26 5019.81 0.72 283.23 321.75 0 28.04 39 39 3.66356164612965
"936" 24 2005-11-08 201.4 466.4 5086.6 0.58 284.49 433.69 0 21.23 15 39 2.70805020110221
"937" 1 2005-11-09 95.2 469.45 4972.85 0.39 283.93 532.63 0 38.27 29 40 3.36729582998647
"938" 2 2005-11-09 164.1 423.48 4950.69 0.71 282.98 538.19 0 21.65 38 40 3.63758615972639
"939" 3 2005-11-09 242.9 490.71 4948.86 0.34 282.58 498.22 0 8.31 29 40 3.36729582998647
"940" 4 2005-11-09 149.9 437.36 4973.34 0.45 283.12 528.18 0 32.7 34 40 3.52636052461616
"941" 5 2005-11-09 405 426.44 5045.66 0.75 283.1 641.92 0 36.18 44 40 3.78418963391826
"942" 6 2005-11-09 257.5 394.6 5001.18 0.51 282.34 626.84 0 47.45 48 40 3.87120101090789
"943" 7 2005-11-09 313.2 457.96 5061.46 0.8 281.17 583.08 0 23.13 NA 40 NA
"944" 8 2005-11-09 345.2 444.29 5062.64 0.81 282.19 651.94 0 15.57 29 40 3.36729582998647
"945" 9 2005-11-09 331 376.96 4993.48 0.48 281.69 646.47 0 23.87 59 40 4.07753744390572
"946" 10 2005-11-09 280.4 416.65 4985.65 0.42 282.54 623.88 0 7.21 27 40 3.29583686600433
"947" 11 2005-11-09 238.8 399.22 4967.87 0.4 282.14 587.76 0 15.24 44 40 3.78418963391826
"948" 12 2005-11-09 118.3 456.49 4998.42 0.57 283.72 482.98 0 29.47 8 40 2.07944154167984
"949" 13 2005-11-09 124.7 483.36 5028.7 0.55 283.3 317.23 0 9.11 29 40 3.36729582998647
"950" 14 2005-11-09 551.6 383.63 4915.52 0.76 281.89 595.91 0 28.51 33 40 3.49650756146648
"951" 15 2005-11-09 271.7 436.69 5046.69 0.71 281.98 513.93 0 22.09 33 40 3.49650756146648
"952" 16 2005-11-09 337 386.95 5003.68 0.38 282.34 645.29 0 11.27 48 40 3.87120101090789
"953" 17 2005-11-09 154 470.41 5031.91 0.69 282.48 277.61 0 42.11 26 40 3.25809653802148
"954" 18 2005-11-09 201.7 483.16 4956.77 0.4 283.4 449.98 0 14.43 11 40 2.39789527279837
"955" 19 2005-11-09 374.9 368.18 4971.65 0.36 281.11 600.58 0 26.81 51 40 3.93182563272433
"956" 20 2005-11-09 243.6 393.64 4986.79 0.32 282.5 678.75 0 226.52 50 40 3.91202300542815
"957" 21 2005-11-09 243.6 396.04 4992.42 0.38 282.78 723.85 0 209.53 71 40 4.26267987704132
"958" 22 2005-11-09 118.5 489 4971.8 0.28 283.9 487.39 0 32.21 8 40 2.07944154167984
"959" 23 2005-11-09 131 454.26 5019.81 0.45 283.1 286.41 0 29.19 37 40 3.61091791264422
"960" 24 2005-11-09 201.4 466.4 5086.6 0.98 283.1 351.12 0 22.06 23 40 3.13549421592915
"961" 1 2005-11-10 95.2 469.45 4972.85 0.43 283.9 388.41 0 38.72 42 41 3.73766961828337
"962" 2 2005-11-10 164.1 423.48 4950.69 0.82 282.78 305.53 0 21.95 36 41 3.58351893845611
"963" 3 2005-11-10 242.9 490.71 4948.86 0.29 282.23 396.85 0 8.42 42 41 3.73766961828337
"964" 4 2005-11-10 149.9 437.36 4973.34 0.58 282.92 265.28 0 33.08 42 41 3.73766961828337
"965" 5 2005-11-10 405 426.44 5045.66 0.7 283.47 442.76 0 36.75 52 41 3.95124371858143
"966" 6 2005-11-10 257.5 394.6 5001.18 0.96 282.35 230.42 0 47.98 68 41 4.21950770517611
"967" 7 2005-11-10 313.2 457.96 5061.46 0.77 281.67 354.58 0 23.44 NA 41 NA
"968" 8 2005-11-10 345.2 444.29 5062.64 0.59 282.05 386.77 0 15.76 32 41 3.46573590279973
"969" 9 2005-11-10 331 376.96 4993.48 0.52 281.11 242.11 0 24.12 61 41 4.11087386417331
"970" 10 2005-11-10 280.4 416.65 4985.65 0.49 282.38 254.28 0 7.27 30 41 3.40119738166216
"971" 11 2005-11-10 238.8 399.22 4967.87 0.5 281.7 194.3 0 15.43 45 41 3.80666248977032
"972" 12 2005-11-10 118.3 456.49 4998.42 0.53 283.38 306.03 0 29.89 17 41 2.83321334405622
"973" 13 2005-11-10 124.7 483.36 5028.7 0.81 282.66 230.79 0 9.2 35 41 3.55534806148941
"974" 14 2005-11-10 551.6 383.63 4915.52 0.51 280.76 270.33 0 28.89 38 41 3.63758615972639
"975" 15 2005-11-10 271.7 436.69 5046.69 0.66 282.1 328.02 0 22.42 39 41 3.66356164612965
"976" 16 2005-11-10 337 386.95 5003.68 0.62 282.31 248.32 0 11.37 42 41 3.73766961828337
"977" 17 2005-11-10 154 470.41 5031.91 0.99 282.15 180.64 0 42.73 26 41 3.25809653802148
"978" 18 2005-11-10 201.7 483.16 4956.77 0.45 283.1 340.98 0 14.62 20 41 2.99573227355399
"979" 19 2005-11-10 374.9 368.18 4971.65 0.31 280.64 205.82 0 27.15 38 41 3.63758615972639
"980" 20 2005-11-10 243.6 393.64 4986.79 0.56 282.16 228.97 0 229.88 46 41 3.8286413964891
"981" 21 2005-11-10 243.6 396.04 4992.42 0.69 282.56 249.08 0 212.95 62 41 4.12713438504509
"982" 22 2005-11-10 118.5 489 4971.8 0.34 283.58 348.08 0 32.59 21 41 3.04452243772342
"983" 23 2005-11-10 131 454.26 5019.81 0.64 282.17 182.1 0 29.64 48 41 3.87120101090789
"984" 24 2005-11-10 201.4 466.4 5086.6 1.41 284.05 356.08 0 22.38 23 41 3.13549421592915
"985" 1 2005-11-11 95.2 469.45 4972.85 0.4 282.77 437.37 0 40.63 49 42 3.89182029811063
"986" 2 2005-11-11 164.1 423.48 4950.69 0.82 282.75 500.1 0 23.25 22 42 3.09104245335832
"987" 3 2005-11-11 242.9 490.71 4948.86 0.25 280.63 369.53 0 8.81 43 42 3.76120011569356
"988" 4 2005-11-11 149.9 437.36 4973.34 0.47 281.59 417.53 0 35.26 44 42 3.78418963391826
"989" 5 2005-11-11 405 426.44 5045.66 0.79 282.55 614.29 0 39.21 48 42 3.87120101090789
"990" 6 2005-11-11 257.5 394.6 5001.18 0.67 281.02 571.8 0 50.2 59 42 4.07753744390572
"991" 7 2005-11-11 313.2 457.96 5061.46 0.98 280.54 674.35 0 24.76 NA 42 NA
"992" 8 2005-11-11 345.2 444.29 5062.64 1 282.38 684.79 0 16.6 33 42 3.49650756146648
"993" 9 2005-11-11 331 376.96 4993.48 0.58 279.91 606.29 0 25.13 37 42 3.61091791264422
"994" 10 2005-11-11 280.4 416.65 4985.65 0.46 281.58 514.55 0 7.58 27 42 3.29583686600433
"995" 11 2005-11-11 238.8 399.22 4967.87 0.37 280.7 441.75 0 16.26 50 42 3.91202300542815
"996" 12 2005-11-11 118.3 456.49 4998.42 0.71 281.17 335.29 0 31.71 15 42 2.70805020110221
"997" 13 2005-11-11 124.7 483.36 5028.7 0.82 281.02 266.56 0 9.6 37 42 3.61091791264422
"998" 14 2005-11-11 551.6 383.63 4915.52 0.87 281.59 612.07 0 30.49 21 42 3.04452243772342
"999" 15 2005-11-11 271.7 436.69 5046.69 0.83 280.76 491.91 0 23.79 42 42 3.73766961828337
"1000" 16 2005-11-11 337 386.95 5003.68 0.52 281.09 581.42 0 11.8 41 42 3.71357206670431
"1001" 17 2005-11-11 154 470.41 5031.91 1 280.68 226.25 0 45.33 31 42 3.43398720448515
"1002" 18 2005-11-11 201.7 483.16 4956.77 0.32 281.8 354.09 0 15.45 16 42 2.77258872223978
"1003" 19 2005-11-11 374.9 368.18 4971.65 0.46 280.41 554.86 0 28.75 35 42 3.55534806148941
"1004" 20 2005-11-11 243.6 393.64 4986.79 0.43 281.72 574.46 0 244.21 53 42 3.97029191355212
"1005" 21 2005-11-11 243.6 396.04 4992.42 0.48 282.11 648.77 0 227.56 81 42 4.39444915467244
"1006" 22 2005-11-11 118.5 489 4971.8 0.31 282.28 399.53 0 34.18 35 42 3.55534806148941
"1007" 23 2005-11-11 131 454.26 5019.81 0.6 280.69 217.56 0 31.59 45 42 3.80666248977032
"1008" 24 2005-11-11 201.4 466.4 5086.6 0.89 282.67 372.26 0 23.72 18 42 2.89037175789616
"1009" 1 2005-11-12 95.2 469.45 4972.85 0.38 281.46 205.19 0 25.48 50 43 3.91202300542815
"1010" 2 2005-11-12 164.1 423.48 4950.69 0.62 281.66 342.88 0 18.59 44 43 3.78418963391826
"1011" 3 2005-11-12 242.9 490.71 4948.86 0.31 279.53 189.8 0 6.47 43 43 3.76120011569356
"1012" 4 2005-11-12 149.9 437.36 4973.34 0.35 280.74 232.02 0 28.04 56 43 4.02535169073515
"1013" 5 2005-11-12 405 426.44 5045.66 0.75 281.29 492.33 0 31.22 42 43 3.73766961828337
"1014" 6 2005-11-12 257.5 394.6 5001.18 0.58 280.14 582.89 0 32.96 61 43 4.11087386417331
"1015" 7 2005-11-12 313.2 457.96 5061.46 1.08 279.68 664.01 0 17.1 NA 43 NA
"1016" 8 2005-11-12 345.2 444.29 5062.64 0.94 281.08 615.47 0 12.1 31 43 3.43398720448515
"1017" 9 2005-11-12 331 376.96 4993.48 0.57 279.67 550.63 0 16.04 41 43 3.71357206670431
"1018" 10 2005-11-12 280.4 416.65 4985.65 0.37 280.53 283.84 0 6.21 37 43 3.61091791264422
"1019" 11 2005-11-12 238.8 399.22 4967.87 0.34 279.83 374.44 0 13.74 59 43 4.07753744390572
"1020" 12 2005-11-12 118.3 456.49 4998.42 0.49 280.1 154.1 0 25.28 18 43 2.89037175789616
"1021" 13 2005-11-12 124.7 483.36 5028.7 0.74 279.84 268.97 0 6.28 38 43 3.63758615972639
"1022" 14 2005-11-12 551.6 383.63 4915.52 0.8 280.19 428.06 0 23.84 31 43 3.43398720448515
"1023" 15 2005-11-12 271.7 436.69 5046.69 0.76 279.54 398.64 0 18.8 50 43 3.91202300542815
"1024" 16 2005-11-12 337 386.95 5003.68 0.5 280.26 571.61 0 7.08 45 43 3.80666248977032
"1025" 17 2005-11-12 154 470.41 5031.91 0.8 279.16 152.72 0 35.05 31 43 3.43398720448515
"1026" 18 2005-11-12 201.7 483.16 4956.77 0.43 280.39 212.77 0 11.76 29 43 3.36729582998647
"1027" 19 2005-11-12 374.9 368.18 4971.65 0.53 280.52 538.24 0 23.61 29 43 3.36729582998647
"1028" 20 2005-11-12 243.6 393.64 4986.79 0.32 280.79 526.21 0 178.93 59 43 4.07753744390572
"1029" 21 2005-11-12 243.6 396.04 4992.42 0.33 281.12 610.59 0 178.11 94 43 4.54329478227
"1030" 22 2005-11-12 118.5 489 4971.8 0.45 280.81 228.5 0 21.77 31 43 3.43398720448515
"1031" 23 2005-11-12 131 454.26 5019.81 0.57 279.8 157.59 0 24.78 33 43 3.49650756146648
"1032" 24 2005-11-12 201.4 466.4 5086.6 1.42 282.36 465.95 0 16.17 23 43 3.13549421592915
"1033" 1 2005-11-13 95.2 469.45 4972.85 0.79 283.14 267.76 0 21.92 64 44 4.15888308335967
"1034" 2 2005-11-13 164.1 423.48 4950.69 0.83 282.6 258.09 0 15.42 39 44 3.66356164612965
"1035" 3 2005-11-13 242.9 490.71 4948.86 0.5 281.81 233.47 0 5.49 62 44 4.12713438504509
"1036" 4 2005-11-13 149.9 437.36 4973.34 0.93 282.46 245.81 0 24.07 60 44 4.0943445622221
"1037" 5 2005-11-13 405 426.44 5045.66 0.56 282.5 524.42 0 25.83 66 44 4.18965474202643
"1038" 6 2005-11-13 257.5 394.6 5001.18 0.96 282.29 409.14 0 25.28 70 44 4.24849524204936
"1039" 7 2005-11-13 313.2 457.96 5061.46 0.74 281.35 498.92 0 14.19 NA 44 NA
"1040" 8 2005-11-13 345.2 444.29 5062.64 0.62 281.56 502.77 0 9.51 57 44 4.04305126783455
"1041" 9 2005-11-13 331 376.96 4993.48 0.3 281.61 349.2 0 12.97 55 44 4.00733318523247
"1042" 10 2005-11-13 280.4 416.65 4985.65 0.59 281.95 261.74 0 5.59 66 44 4.18965474202643
"1043" 11 2005-11-13 238.8 399.22 4967.87 0.52 281.5 244.74 1.05 12.25 68 44 4.21950770517611
"1044" 12 2005-11-13 118.3 456.49 4998.42 0.7 282.46 222.11 0 21.08 42 44 3.73766961828337
"1045" 13 2005-11-13 124.7 483.36 5028.7 0.76 281.92 164.17 0 5.04 71 44 4.26267987704132
"1046" 14 2005-11-13 551.6 383.63 4915.52 1.6 281.56 245.11 6.09 18.68 12 44 2.484906649788
"1047" 15 2005-11-13 271.7 436.69 5046.69 0.56 281.59 411.15 0 14.79 69 44 4.23410650459726
"1048" 16 2005-11-13 337 386.95 5003.68 0.63 282.23 417.3 0 5.4 64 44 4.15888308335967
"1049" 17 2005-11-13 154 470.41 5031.91 0.84 281.35 197.01 0 27.11 55 44 4.00733318523247
"1050" 18 2005-11-13 201.7 483.16 4956.77 0.71 282.48 265.97 0 9.26 51 44 3.93182563272433
"1051" 19 2005-11-13 374.9 368.18 4971.65 0.28 281.71 337.75 0 19.93 46 44 3.8286413964891
"1052" 20 2005-11-13 243.6 393.64 4986.79 0.49 282.05 315.1 0 139.71 65 44 4.17438726989564
"1053" 21 2005-11-13 243.6 396.04 4992.42 0.62 282.5 366.78 0 145.99 85 44 4.44265125649032
"1054" 22 2005-11-13 118.5 489 4971.8 0.72 282.75 289.16 0 17.85 57 44 4.04305126783455
"1055" 23 2005-11-13 131 454.26 5019.81 0.86 281.6 198.82 0 20.72 55 44 4.00733318523247
"1056" 24 2005-11-13 201.4 466.4 5086.6 1.17 283.58 433.46 0 13.54 52 44 3.95124371858143
"1057" 1 2005-11-14 95.2 469.45 4972.85 0.82 281.93 459.18 0 37.27 83 45 4.4188406077966
"1058" 2 2005-11-14 164.1 423.48 4950.69 1.01 281.59 402.85 0 20.97 78 45 4.35670882668959
"1059" 3 2005-11-14 242.9 490.71 4948.86 0.61 279.56 385.99 0 8.1 61 45 4.11087386417331
"1060" 4 2005-11-14 149.9 437.36 4973.34 0.75 281.59 464.55 0 31.33 93 45 4.53259949315326
"1061" 5 2005-11-14 405 426.44 5045.66 0.5 281.75 695.71 0 34.88 96 45 4.56434819146784
"1062" 6 2005-11-14 257.5 394.6 5001.18 0.81 282.1 732.31 0 46.17 123 45 4.81218435537242
"1063" 7 2005-11-14 313.2 457.96 5061.46 0.58 281.2 716.95 0 22.44 NA 45 NA
"1064" 8 2005-11-14 345.2 444.29 5062.64 0.49 280.64 639.23 0 15.12 81 45 4.39444915467244
"1065" 9 2005-11-14 331 376.96 4993.48 0.47 281.56 646.04 0 23.27 87 45 4.46590811865458
"1066" 10 2005-11-14 280.4 416.65 4985.65 0.49 281.45 519.12 0 7.04 95 45 4.55387689160054
"1067" 11 2005-11-14 238.8 399.22 4967.87 0.5 281.9 632.38 0 14.77 135 45 4.90527477843843
"1068" 12 2005-11-14 118.3 456.49 4998.42 0.58 281.8 412.4 0 28.51 53 45 3.97029191355212
"1069" 13 2005-11-14 124.7 483.36 5028.7 0.66 281.86 368.22 0 8.9 71 45 4.26267987704132
"1070" 14 2005-11-14 551.6 383.63 4915.52 0.64 280.85 457.38 0 27.67 49 45 3.89182029811063
