"x" "y" "z"
"192" 317 5063 1686.42395019531
"193" 317 5067 2206.20092773438
"194" 317 5071 1616.14196777344
"195" 317 5075 1954.7509765625
"196" 317 5079 1442.00598144531
"197" 317 5083 1205.4169921875
"198" 317 5087 731.224975585938
"199" 317 5091 619.463012695312
"200" 317 5095 759.044982910156
"201" 317 5099 1069.15295410156
"202" 317 5103 1110.17004394531
"203" 317 5107 792.505004882812
"204" 317 5111 1242.26000976562
"205" 317 5115 1487.96594238281
"206" 317 5119 1604.40698242188
"207" 317 5123 1242.03894042969
"208" 317 5127 867.7490234375
"209" 317 5131 999.31201171875
"210" 317 5135 822.357971191406
"211" 317 5139 783.205993652344
"212" 317 5143 372.352996826172
"213" 317 5147 372
"214" 317 5151 372
"215" 317 5155 440.351989746094
"216" 317 5159 440.351989746094
"217" 321 4875 1441.12805175781
"218" 321 4879 1441.12805175781
"219" 321 4883 2204.375
"220" 321 4887 1501.71105957031
"221" 321 4891 1223.55395507812
"222" 321 4895 1497.04797363281
"223" 321 4899 1989.29797363281
"224" 321 4903 2256.85400390625
"225" 321 4907 2232
"226" 321 4911 2565.73901367188
"227" 321 4915 2227.72412109375
"228" 321 4919 1476.11694335938
"229" 321 4923 1703.37097167969
"230" 321 4927 1519.77404785156
"231" 321 4931 1655.73303222656
"232" 321 4935 2394.72900390625
"233" 321 4939 2625.44604492188
"234" 321 4943 2242.69799804688
"235" 321 4947 2281.1650390625
"236" 321 4951 2191.46899414062
"237" 321 4955 1838.05895996094
"238" 321 4959 1767.28796386719
"239" 321 4963 2019.63598632812
"240" 321 4967 2197.27001953125
"241" 321 4971 2016.96105957031
"242" 321 4975 2316.6201171875
"243" 321 4979 2030.81396484375
"244" 321 4983 2610.10498046875
"245" 321 4987 2371.38110351562
"246" 321 4991 1554.80603027344
"247" 321 4995 1715.67297363281
"248" 321 4999 2407.43994140625
"249" 321 5003 2620.81494140625
"250" 321 5007 2057.125
"251" 321 5011 1664.48901367188
"252" 321 5015 2341.18408203125
"253" 321 5019 3000.90600585938
"254" 321 5023 2409.72509765625
"255" 321 5027 1718.58996582031
"256" 321 5031 1636.61401367188
"257" 321 5035 1831.47705078125
"258" 321 5039 2284.1279296875
"259" 321 5043 2190.52001953125
"260" 321 5047 1259.04797363281
"261" 321 5051 1504.23205566406
"262" 321 5055 2035.28295898438
"263" 321 5059 2427.63891601562
"264" 321 5063 2000.40502929688
"265" 321 5067 2284.60205078125
"266" 321 5071 1939.72302246094
"267" 321 5075 1701.40100097656
"268" 321 5079 1859.90600585938
"269" 321 5083 1173.21203613281
"270" 321 5087 581.906005859375
"271" 321 5091 1652.83996582031
"272" 321 5095 2171.71899414062
"273" 321 5099 1848.27197265625
"274" 321 5103 1284.35400390625
"275" 321 5107 761.289978027344
"276" 321 5111 1530.42895507812
"277" 321 5115 1336.17297363281
"278" 321 5119 988.101989746094
"279" 321 5123 1450.40600585938
"280" 321 5127 1427.64794921875
"281" 321 5131 1003.833984375
"282" 321 5135 1242.96496582031
"283" 321 5139 1010.44000244141
"284" 321 5143 372.799011230469
"285" 321 5147 372
"286" 321 5151 371.778015136719
"287" 321 5155 570.455017089844
"288" 321 5159 570.455017089844
"289" 325 4875 1061.92004394531
"290" 325 4879 1061.92004394531
"291" 325 4883 1285.26098632812
"292" 325 4887 1011.07501220703
"293" 325 4891 1822.73901367188
"294" 325 4895 2097.96508789062
"295" 325 4899 2481.31811523438
"296" 325 4903 2436.69995117188
"297" 325 4907 2294.330078125
"298" 325 4911 2594.47802734375
"299" 325 4915 2491.1630859375
"300" 325 4919 2208.4951171875
"301" 325 4923 2539.60498046875
"302" 325 4927 1716.47497558594
"303" 325 4931 2357.85498046875
"304" 325 4935 1945.2509765625
"305" 325 4939 2568.0390625
"306" 325 4943 2690.00903320312
"307" 325 4947 1949.45104980469
"308" 325 4951 2227.93408203125
"309" 325 4955 2002.18603515625
"310" 325 4959 1609.64599609375
"311" 325 4963 2394.98193359375
"312" 325 4967 2732.99609375
"313" 325 4971 2076.88110351562
"314" 325 4975 2173.67211914062
"315" 325 4979 1661.63195800781
"316" 325 4983 1659.32995605469
"317" 325 4987 1900.38195800781
"318" 325 4991 1370.74304199219
"319" 325 4995 2480.63891601562
"320" 325 4999 2312.13793945312
"321" 325 5003 2933.4560546875
"322" 325 5007 2564.48999023438
"323" 325 5011 1332.65295410156
"324" 325 5015 2217.1708984375
"325" 325 5019 2731.36791992188
"326" 325 5023 3085.60302734375
"327" 325 5027 2685.46508789062
"328" 325 5031 2787.07592773438
"329" 325 5035 2054.78491210938
"330" 325 5039 2588.3330078125
"331" 325 5043 2260.837890625
"332" 325 5047 1447.80798339844
"333" 325 5051 941.0419921875
"334" 325 5055 1213.48803710938
"335" 325 5059 2028.61206054688
"336" 325 5063 2136.27587890625
"337" 325 5067 2154.94604492188
"338" 325 5071 2626.07202148438
"339" 325 5075 2054.4990234375
"340" 325 5079 1527.34497070312
"341" 325 5083 1651.27099609375
"342" 325 5087 1304.02099609375
"343" 325 5091 1294.34301757812
"344" 325 5095 2117.73291015625
"345" 325 5099 1814.46801757812
"346" 325 5103 996.193969726562
"347" 325 5107 984.629028320312
"348" 325 5111 1604.84802246094
"349" 325 5115 1519.9990234375
"350" 325 5119 1501.59204101562
"351" 325 5123 1786.05200195312
"352" 325 5127 1145.64794921875
"353" 325 5131 1436.73205566406
"354" 325 5135 1712.16198730469
"355" 325 5139 1412.58203125
"356" 325 5143 375.266998291016
"357" 325 5147 372
"358" 325 5151 408.10400390625
"359" 325 5155 746.846008300781
"360" 325 5159 746.846008300781
"361" 329 4875 1174.14001464844
"362" 329 4879 1174.14001464844
"363" 329 4883 978.97900390625
"364" 329 4887 1272.498046875
"365" 329 4891 1617.44799804688
"366" 329 4895 2157.83911132812
"367" 329 4899 1974.01904296875
"368" 329 4903 2352.49291992188
"369" 329 4907 2014.73498535156
"370" 329 4911 2205.044921875
"371" 329 4915 2508.6279296875
"372" 329 4919 2493.587890625
"373" 329 4923 1920.83703613281
"374" 329 4927 2491.49194335938
"375" 329 4931 2722.208984375
"376" 329 4935 2988.72705078125
"377" 329 4939 2265.33203125
"378" 329 4943 2639.9609375
"379" 329 4947 2289.67211914062
"380" 329 4951 2344.40991210938
"381" 329 4955 1900.74304199219
"382" 329 4959 1699.61499023438
"383" 329 4963 2289.34497070312
"384" 329 4967 2564.56201171875
"385" 329 4971 2572.71606445312
"386" 329 4975 1835.9580078125
"387" 329 4979 1716.19396972656
"388" 329 4983 2003.16003417969
"389" 329 4987 1318.34497070312
"390" 329 4991 1460.03698730469
"391" 329 4995 2632.19897460938
"392" 329 4999 2777.001953125
"393" 329 5003 2569.54809570312
"394" 329 5007 2121.5419921875
"395" 329 5011 2143.89501953125
"396" 329 5015 1582.40405273438
"397" 329 5019 1712.91101074219
"398" 329 5023 2271.705078125
"399" 329 5027 2597.46508789062
"400" 329 5031 3135.041015625
"401" 329 5035 2460.1650390625
"402" 329 5039 2709.75390625
"403" 329 5043 1851.90295410156
"404" 329 5047 2389.30004882812
"405" 329 5051 2020.00598144531
"406" 329 5055 1053.68395996094
"407" 329 5059 1833.37805175781
"408" 329 5063 2356.373046875
"409" 329 5067 2634.39404296875
"410" 329 5071 3111.38989257812
"411" 329 5075 3331.35009765625
"412" 329 5079 2799.87890625
"413" 329 5083 1550.90905761719
"414" 329 5087 1681.40795898438
"415" 329 5091 1919.61694335938
"416" 329 5095 2190.40502929688
"417" 329 5099 1452.92504882812
"418" 329 5103 1055.54504394531
"419" 329 5107 2141.9609375
"420" 329 5111 2003.49401855469
"421" 329 5115 2051.15307617188
"422" 329 5119 1745.43103027344
"423" 329 5123 1532.501953125
"424" 329 5127 1730.74694824219
"425" 329 5131 1439.78796386719
"426" 329 5135 1858.81799316406
"427" 329 5139 1124.44799804688
"428" 329 5143 372
"429" 329 5147 372
"430" 329 5151 613.713012695312
"431" 329 5155 694.968994140625
"432" 329 5159 694.968994140625
"433" 333 4875 1857.15600585938
"434" 333 4879 1857.15600585938
"435" 333 4883 1470.57800292969
"436" 333 4887 1355.21398925781
"437" 333 4891 1916.89001464844
"438" 333 4895 1791.75
"439" 333 4899 1918.15002441406
"440" 333 4903 1440.501953125
"441" 333 4907 1791.84704589844
"442" 333 4911 2348.15209960938
"443" 333 4915 2435.96704101562
"444" 333 4919 2212.84399414062
"445" 333 4923 2414.63305664062
"446" 333 4927 2345.86401367188
"447" 333 4931 2114.56591796875
"448" 333 4935 2660.212890625
"449" 333 4939 2697.93090820312
"450" 333 4943 2516.041015625
"451" 333 4947 2853.19799804688
"452" 333 4951 2399.47998046875
"453" 333 4955 2257.69409179688
"454" 333 4959 2120.57495117188
"455" 333 4963 1932.08605957031
"456" 333 4967 2667.25805664062
"457" 333 4971 2747.1669921875
"458" 333 4975 2257.59399414062
"459" 333 4979 2183.59912109375
"460" 333 4983 2245.90087890625
"461" 333 4987 2047.4580078125
"462" 333 4991 1501.82202148438
"463" 333 4995 1743.81298828125
"464" 333 4999 2496.662109375
"465" 333 5003 2796.36401367188
"466" 333 5007 2214.2548828125
"467" 333 5011 2475.958984375
"468" 333 5015 2257.15795898438
"469" 333 5019 2284.09399414062
"470" 333 5023 2743.958984375
"471" 333 5027 2748.67504882812
"472" 333 5031 3114.42407226562
"473" 333 5035 2672.14990234375
"474" 333 5039 2615.416015625
"475" 333 5043 3119.90600585938
"476" 333 5047 2521.35107421875
"477" 333 5051 1425.11303710938
"478" 333 5055 1788.21704101562
"479" 333 5059 2148.48388671875
"480" 333 5063 2496.00708007812
"481" 333 5067 2631.59106445312
"482" 333 5071 2149.67504882812
"483" 333 5075 3004.52294921875
"484" 333 5079 4046.42602539062
"485" 333 5083 2199.68090820312
"486" 333 5087 1193.59399414062
"487" 333 5091 2182.53100585938
"488" 333 5095 2152.044921875
"489" 333 5099 2607.412109375
"490" 333 5103 1789.03002929688
"491" 333 5107 1424.31494140625
"492" 333 5111 2334.17895507812
"493" 333 5115 1544.3759765625
"494" 333 5119 1874.11694335938
"495" 333 5123 1620.80200195312
"496" 333 5127 1257.21496582031
"497" 333 5131 1621.12805175781
"498" 333 5135 1652.66296386719
"499" 333 5139 646.429992675781
"500" 333 5143 372
"501" 333 5147 372.033996582031
"502" 333 5151 877.718017578125
"503" 333 5155 733.885986328125
"504" 333 5159 733.885986328125
"505" 337 4875 1425.2080078125
"506" 337 4879 1425.2080078125
"507" 337 4883 1597.73999023438
"508" 337 4887 1780.35095214844
"509" 337 4891 2462.85107421875
"510" 337 4895 1772.87194824219
"511" 337 4899 1292.46594238281
"512" 337 4903 2077.38793945312
"513" 337 4907 2710.17700195312
"514" 337 4911 2393.208984375
"515" 337 4915 2007.39001464844
"516" 337 4919 2290.1708984375
"517" 337 4923 2452.35400390625
"518" 337 4927 1673.27404785156
"519" 337 4931 2571.64404296875
"520" 337 4935 2710.39892578125
"521" 337 4939 2553.001953125
"522" 337 4943 3007.44409179688
"523" 337 4947 2805.65307617188
"524" 337 4951 2578.3740234375
"525" 337 4955 2549.44995117188
"526" 337 4959 2097.42602539062
"527" 337 4963 1889.71997070312
"528" 337 4967 2135.35009765625
"529" 337 4971 2653.33911132812
"530" 337 4975 2610.26489257812
"531" 337 4979 2457.4130859375
"532" 337 4983 1930.57397460938
"533" 337 4987 1758.97204589844
"534" 337 4991 2371.69189453125
"535" 337 4995 1176.47705078125
"536" 337 4999 2136.85205078125
"537" 337 5003 2337.09692382812
"538" 337 5007 2688.37109375
"539" 337 5011 1976.30297851562
"540" 337 5015 2353.38403320312
"541" 337 5019 2039.54504394531
"542" 337 5023 2997.56201171875
"543" 337 5027 2881.19799804688
"544" 337 5031 2828.97412109375
"545" 337 5035 2481.15405273438
"546" 337 5039 2163.748046875
"547" 337 5043 1830.8330078125
"548" 337 5047 1856.81201171875
"549" 337 5051 1904.29602050781
"550" 337 5055 2187.36889648438
"551" 337 5059 2628.82495117188
"552" 337 5063 2047.21203613281
"553" 337 5067 2497.61010742188
"554" 337 5071 2370.92993164062
"555" 337 5075 2439.32495117188
"556" 337 5079 3427.39599609375
"557" 337 5083 3304.71508789062
"558" 337 5087 2122.8720703125
"559" 337 5091 1254.10595703125
"560" 337 5095 2358.14697265625
"561" 337 5099 1987.33605957031
"562" 337 5103 2421.63891601562
"563" 337 5107 2455.77001953125
"564" 337 5111 2292.00390625
"565" 337 5115 1674.03100585938
"566" 337 5119 1090.13903808594
"567" 337 5123 1447.13500976562
"568" 337 5127 1534.3349609375
"569" 337 5131 804.10302734375
"570" 337 5135 600.736022949219
"571" 337 5139 373.420989990234
"572" 337 5143 372
"573" 337 5147 441.351013183594
"574" 337 5151 672.346984863281
"575" 337 5155 778.851989746094
"576" 337 5159 778.851989746094
"577" 341 4875 1792.07897949219
"578" 341 4879 1792.07897949219
"579" 341 4883 1651.87805175781
"580" 341 4887 1768.583984375
"581" 341 4891 2111.40795898438
"582" 341 4895 1206.18798828125
"583" 341 4899 2423.90991210938
"584" 341 4903 2586.21997070312
"585" 341 4907 2396.2919921875
"586" 341 4911 1842.48400878906
"587" 341 4915 1988.48205566406
"588" 341 4919 2445.35693359375
"589" 341 4923 1834.48498535156
"590" 341 4927 1504.73400878906
"591" 341 4931 2436.76293945312
"592" 341 4935 2563.49389648438
"593" 341 4939 2103.49389648438
"594" 341 4943 2251.7880859375
"595" 341 4947 2158.64404296875
"596" 341 4951 2892.17407226562
"597" 341 4955 2153.05102539062
"598" 341 4959 1873.32299804688
"599" 341 4963 2311.22705078125
"600" 341 4967 2578.57592773438
"601" 341 4971 2612.09594726562
"602" 341 4975 2564.23510742188
"603" 341 4979 2648.32006835938
"604" 341 4983 2480.3779296875
"605" 341 4987 2241.13696289062
"606" 341 4991 1974.873046875
"607" 341 4995 1779.48596191406
"608" 341 4999 908.715026855469
"609" 341 5003 1818.37805175781
"610" 341 5007 1593.73205566406
"611" 341 5011 2648.39501953125
"612" 341 5015 3181.36206054688
"613" 341 5019 2649.88891601562
"614" 341 5023 2950.11499023438
"615" 341 5027 2874.3798828125
"616" 341 5031 2322.09594726562
"617" 341 5035 2013.36901855469
"618" 341 5039 2400.9541015625
"619" 341 5043 2789.66088867188
"620" 341 5047 2474.84594726562
"621" 341 5051 2388.69506835938
"622" 341 5055 2406.7529296875
"623" 341 5059 2393.84204101562
"624" 341 5063 1733.32995605469
"625" 341 5067 1611.81799316406
"626" 341 5071 1752.26098632812
"627" 341 5075 1519.66296386719
"628" 341 5079 2780.68701171875
"629" 341 5083 2848.97900390625
"630" 341 5087 2584.35595703125
"631" 341 5091 2653.49291992188
"632" 341 5095 1802.19799804688
"633" 341 5099 1913.37097167969
"634" 341 5103 1534.75903320312
"635" 341 5107 2350.1279296875
"636" 341 5111 2153.56298828125
"637" 341 5115 2683.42895507812
"638" 341 5119 1760.09594726562
"639" 341 5123 700.47802734375
"640" 341 5127 444.654998779297
"641" 341 5131 385.509002685547
"642" 341 5135 423.247009277344
"643" 341 5139 483.618988037109
"644" 341 5143 583.572998046875
"645" 341 5147 981.400024414062
"646" 341 5151 1195.64697265625
"647" 341 5155 973.538024902344
"648" 341 5159 973.538024902344
"649" 345 4875 1619.06005859375
"650" 345 4879 1619.06005859375
"651" 345 4883 1282.04699707031
"652" 345 4887 1510.32495117188
"653" 345 4891 1893.6240234375
"654" 345 4895 1297.5810546875
"655" 345 4899 2373.32495117188
"656" 345 4903 1737.99694824219
"657" 345 4907 1864.42102050781
"658" 345 4911 1468.22302246094
"659" 345 4915 2256.4990234375
"660" 345 4919 2187.74389648438
"661" 345 4923 1865.27404785156
"662" 345 4927 1290.08605957031
"663" 345 4931 1711.59802246094
"664" 345 4935 1931.35803222656
"665" 345 4939 1612.65502929688
"666" 345 4943 1917.54504394531
"667" 345 4947 2693.67602539062
"668" 345 4951 2547.24194335938
"669" 345 4955 2375.86791992188
"670" 345 4959 1912.998046875
"671" 345 4963 1770.19702148438
"672" 345 4967 2342.55590820312
"673" 345 4971 1712.2939453125
"674" 345 4975 1749.49194335938
"675" 345 4979 1736.43603515625
"676" 345 4983 2419.72705078125
"677" 345 4987 1780.63305664062
"678" 345 4991 1694.18200683594
"679" 345 4995 1921.5009765625
"680" 345 4999 745.530029296875
"681" 345 5003 1132.01098632812
"682" 345 5007 1479.79699707031
"683" 345 5011 2839.31201171875
"684" 345 5015 2492.14501953125
"685" 345 5019 2333.80004882812
"686" 345 5023 1990.48706054688
"687" 345 5027 2590.68505859375
"688" 345 5031 2775.22412109375
"689" 345 5035 2228.70703125
"690" 345 5039 2769.44506835938
"691" 345 5043 2739.94409179688
"692" 345 5047 2387.75903320312
"693" 345 5051 2255.19409179688
"694" 345 5055 3165.23608398438
"695" 345 5059 2895.90991210938
"696" 345 5063 2536.373046875
"697" 345 5067 1889.47705078125
"698" 345 5071 1694.84301757812
"699" 345 5075 2047.56994628906
"700" 345 5079 1913.36694335938
"701" 345 5083 3150.45703125
"702" 345 5087 3176.28198242188
"703" 345 5091 2948.94311523438
"704" 345 5095 3024.63305664062
"705" 345 5099 2106.78491210938
"706" 345 5103 1587.79296875
"707" 345 5107 1173.09594726562
"708" 345 5111 1850.98596191406
"709" 345 5115 1387.36206054688
"710" 345 5119 771.870971679688
"711" 345 5123 438.341003417969
"712" 345 5127 420.092987060547
"713" 345 5131 627.64501953125
"714" 345 5135 1346.01599121094
"715" 345 5139 1546.97094726562
"716" 345 5143 1453.5439453125
"717" 345 5147 1494.44897460938
"718" 345 5151 1471.46594238281
"719" 345 5155 1297.66296386719
"720" 345 5159 1297.66296386719
"721" 349 4875 779.922973632812
"722" 349 4879 779.922973632812
"723" 349 4883 874.044982910156
"724" 349 4887 1269.04895019531
"725" 349 4891 1628.1259765625
"726" 349 4895 2148.20703125
"727" 349 4899 2069.76904296875
"728" 349 4903 2161.86499023438
"729" 349 4907 1255.69995117188
"730" 349 4911 1983.31201171875
"731" 349 4915 2266.32104492188
"732" 349 4919 2158.12890625
"733" 349 4923 1612.57604980469
"734" 349 4927 1444.5810546875
"735" 349 4931 1563.86206054688
"736" 349 4935 2088.8798828125
"737" 349 4939 1471.11096191406
"738" 349 4943 2590.69311523438
"739" 349 4947 2987.63403320312
"740" 349 4951 2165.90307617188
"741" 349 4955 2320.50390625
"742" 349 4959 1531.67395019531
"743" 349 4963 1082.02795410156
"744" 349 4967 2233.07006835938
"745" 349 4971 2457.3359375
"746" 349 4975 1885.75305175781
"747" 349 4979 1185.56896972656
"748" 349 4983 1838.19995117188
"749" 349 4987 1220.99194335938
"750" 349 4991 2187.15087890625
"751" 349 4995 1536.18200683594
"752" 349 4999 553.778991699219
"753" 349 5003 1586.45104980469
"754" 349 5007 2954.11010742188
"755" 349 5011 3190.86791992188
"756" 349 5015 2731.11791992188
"757" 349 5019 2352.7080078125
"758" 349 5023 3035.22607421875
"759" 349 5027 2198.00805664062
"760" 349 5031 3080.13500976562
"761" 349 5035 2552.44409179688
"762" 349 5039 2911.52294921875
"763" 349 5043 2785.31298828125
"764" 349 5047 3094.25903320312
"765" 349 5051 2345.18310546875
"766" 349 5055 1911.67895507812
"767" 349 5059 2125.57397460938
"768" 349 5063 2183.90991210938
"769" 349 5067 1059.10400390625
"770" 349 5071 1688.18701171875
"771" 349 5075 2798.94995117188
"772" 349 5079 2526.52709960938
"773" 349 5083 2107.85791015625
"774" 349 5087 3090.26489257812
"775" 349 5091 3076.60302734375
"776" 349 5095 3031.47998046875
"777" 349 5099 2458.9990234375
"778" 349 5103 1511.96801757812
"779" 349 5107 1024.17297363281
"780" 349 5111 542.786987304688
"781" 349 5115 859.940002441406
"782" 349 5119 1452.99694824219
"783" 349 5123 1020.54901123047
"784" 349 5127 902.484985351562
"785" 349 5131 1479.27001953125
"786" 349 5135 1084.14904785156
"787" 349 5139 1711.63098144531
"788" 349 5143 1358.001953125
"789" 349 5147 1471.11694335938
"790" 349 5151 995.666015625
"791" 349 5155 1245.748046875
"792" 349 5159 1245.748046875
"793" 353 4875 1441.30102539062
"794" 353 4879 1441.30102539062
"795" 353 4883 1453.80798339844
"796" 353 4887 2215.03002929688
"797" 353 4891 1804.82995605469
"798" 353 4895 2316.89111328125
"799" 353 4899 2226.27099609375
"800" 353 4903 1925.07800292969
"801" 353 4907 1040.97094726562
"802" 353 4911 1922.36694335938
"803" 353 4915 2050.80688476562
"804" 353 4919 2172.09301757812
"805" 353 4923 2067.7919921875
"806" 353 4927 1287.09094238281
"807" 353 4931 1478.72998046875
"808" 353 4935 1963.82604980469
"809" 353 4939 1334.46594238281
"810" 353 4943 2363.36791992188
"811" 353 4947 1980.48095703125
"812" 353 4951 1625.26501464844
"813" 353 4955 2293.30590820312
"814" 353 4959 1511.85498046875
"815" 353 4963 776.666015625
"816" 353 4967 1959.748046875
"817" 353 4971 1928.06799316406
"818" 353 4975 1441.041015625
"819" 353 4979 1216.09094238281
"820" 353 4983 1031.4599609375
"821" 353 4987 1512.34497070312
"822" 353 4991 2456.84912109375
"823" 353 4995 1567.01599121094
"824" 353 4999 548.078979492188
"825" 353 5003 1377.92504882812
"826" 353 5007 2197.84790039062
"827" 353 5011 3006.37109375
"828" 353 5015 3116.86108398438
"829" 353 5019 2980.6240234375
"830" 353 5023 2938.47094726562
"831" 353 5027 2639.35009765625
"832" 353 5031 2780.6298828125
"833" 353 5035 2502.43408203125
"834" 353 5039 2880.1220703125
"835" 353 5043 2645.76000976562
"836" 353 5047 2009.82495117188
