yy;mm;banda;SiteID;Tmax;Elevation;x;y
1994;1;34;bolzano_94;1.764516129032258;1218.7701416015625;745.9609962427091;5180.1920193706555
1995;1;35;bolzano_94;-1.2806451612903225;1218.7701416015625;745.9609962427091;5180.1920193706555
1996;1;36;bolzano_94;0.21612903225806457;1218.7701416015625;745.9609962427091;5180.1920193706555
1997;1;37;bolzano_94;1.5870967741935484;1218.7701416015625;745.9609962427091;5180.1920193706555
1998;1;38;bolzano_94;1.429032258064516;1218.7701416015625;745.9609962427091;5180.1920193706555
1999;1;39;bolzano_94;0.6419354838709678;1218.7701416015625;745.9609962427091;5180.1920193706555
2000;1;40;bolzano_94;0.2774193548387097;1218.7701416015625;745.9609962427091;5180.1920193706555
2001;1;41;bolzano_94;0.24516129032258063;1218.7701416015625;745.9609962427091;5180.1920193706555
2002;1;42;bolzano_94;2.7741935483870965;1218.7701416015625;745.9609962427091;5180.1920193706555
2003;1;43;bolzano_94;-0.1193548387096774;1218.7701416015625;745.9609962427091;5180.1920193706555
2004;1;44;bolzano_94;-1.3129032258064517;1218.7701416015625;745.9609962427091;5180.1920193706555
2005;1;45;bolzano_94;-0.596774193548387;1218.7701416015625;745.9609962427091;5180.1920193706555
2006;1;46;bolzano_94;-1.6838709677419355;1218.7701416015625;745.9609962427091;5180.1920193706555
2007;1;47;bolzano_94;3.6193548387096772;1218.7701416015625;745.9609962427091;5180.1920193706555
2008;1;48;bolzano_94;2.1806451612903226;1218.7701416015625;745.9609962427091;5180.1920193706555
2009;1;49;bolzano_94;-2.8225806451612905;1218.7701416015625;745.9609962427091;5180.1920193706555
2010;1;50;bolzano_94;-3.141935483870968;1218.7701416015625;745.9609962427091;5180.1920193706555
2011;1;51;bolzano_94;-0.35806451612903223;1218.7701416015625;745.9609962427091;5180.1920193706555
2012;1;52;bolzano_94;-0.8677419354838709;1218.7701416015625;745.9609962427091;5180.1920193706555
2013;1;53;bolzano_94;0.2290322580645162;1218.7701416015625;745.9609962427091;5180.1920193706555
2014;1;54;bolzano_94;-0.01612903225806452;1218.7701416015625;745.9609962427091;5180.1920193706555
2015;1;55;bolzano_94;2.267741935483871;1218.7701416015625;745.9609962427091;5180.1920193706555
2016;1;56;bolzano_94;0.5193548387096774;1218.7701416015625;745.9609962427091;5180.1920193706555
2017;1;57;bolzano_94;-1.3451612903225807;1218.7701416015625;745.9609962427091;5180.1920193706555
2018;1;58;bolzano_94;0.8516129032258064;1218.7701416015625;745.9609962427091;5180.1920193706555
2019;1;59;bolzano_94;-0.667741935483871;1218.7701416015625;745.9609962427091;5180.1920193706555
2020;1;60;bolzano_94;1.4709677419354839;1218.7701416015625;745.9609962427091;5180.1920193706555
1961;1;1;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1962;1;2;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1963;1;3;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1964;1;4;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1965;1;5;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1966;1;6;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1967;1;7;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1968;1;8;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1969;1;9;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1970;1;10;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1971;1;11;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1972;1;12;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1973;1;13;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1974;1;14;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1975;1;15;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1976;1;16;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1977;1;17;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1978;1;18;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1979;1;19;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1980;1;20;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1981;1;21;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1982;1;22;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1983;1;23;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1984;1;24;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1985;1;25;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1986;1;26;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1987;1;27;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1988;1;28;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1989;1;29;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1990;1;30;calabria_14;2.5064516129032257;1634.20556640625;1140.2590130933688;4378.216838104625
1991;1;31;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1992;1;32;calabria_14;NA;1634.20556640625;1140.2590130933688;4378.216838104625
1993;1;33;calabria_14;6.016129032258065;1634.20556640625;1140.2590130933688;4378.216838104625
1994;1;34;calabria_14;2.425806451612903;1634.20556640625;1140.2590130933688;4378.216838104625
1995;1;35;calabria_14;-0.13225806451612904;1634.20556640625;1140.2590130933688;4378.216838104625
1996;1;36;calabria_14;1.835483870967742;1634.20556640625;1140.2590130933688;4378.216838104625
1997;1;37;calabria_14;4.829032258064516;1634.20556640625;1140.2590130933688;4378.216838104625
1998;1;38;calabria_14;3.1;1634.20556640625;1140.2590130933688;4378.216838104625
1999;1;39;calabria_14;2.9935483870967743;1634.20556640625;1140.2590130933688;4378.216838104625
2000;1;40;calabria_14;0.4774193548387097;1634.20556640625;1140.2590130933688;4378.216838104625
2001;1;41;calabria_14;3.47741935483871;1634.20556640625;1140.2590130933688;4378.216838104625
2002;1;42;calabria_14;2.2161290322580642;1634.20556640625;1140.2590130933688;4378.216838104625
2003;1;43;calabria_14;0.9258064516129032;1634.20556640625;1140.2590130933688;4378.216838104625
2004;1;44;calabria_14;-0.7999999999999999;1634.20556640625;1140.2590130933688;4378.216838104625
2005;1;45;calabria_14;-0.06451612903225809;1634.20556640625;1140.2590130933688;4378.216838104625
2006;1;46;calabria_14;-0.25483870967741934;1634.20556640625;1140.2590130933688;4378.216838104625
2007;1;47;calabria_14;4.983870967741935;1634.20556640625;1140.2590130933688;4378.216838104625
2008;1;48;calabria_14;4.7290322580645165;1634.20556640625;1140.2590130933688;4378.216838104625
2009;1;49;calabria_14;1.703225806451613;1634.20556640625;1140.2590130933688;4378.216838104625
2010;1;50;calabria_14;0.1967741935483871;1634.20556640625;1140.2590130933688;4378.216838104625
2011;1;51;calabria_14;3.3870967741935485;1634.20556640625;1140.2590130933688;4378.216838104625
2012;1;52;calabria_14;0.37741935483870964;1634.20556640625;1140.2590130933688;4378.216838104625
2013;1;53;calabria_14;1.7870967741935484;1634.20556640625;1140.2590130933688;4378.216838104625
2014;1;54;calabria_14;4.17741935483871;1634.20556640625;1140.2590130933688;4378.216838104625
2015;1;55;calabria_14;2.5580645161290323;1634.20556640625;1140.2590130933688;4378.216838104625
2016;1;56;calabria_14;2.8483870967741933;1634.20556640625;1140.2590130933688;4378.216838104625
2017;1;57;calabria_14;-1.3516129032258064;1634.20556640625;1140.2590130933688;4378.216838104625
2018;1;58;calabria_14;3.8838709677419354;1634.20556640625;1140.2590130933688;4378.216838104625
2019;1;59;calabria_14;-1.167741935483871;1634.20556640625;1140.2590130933688;4378.216838104625
2020;1;60;calabria_14;3.7774193548387096;1634.20556640625;1140.2590130933688;4378.216838104625
1961;1;1;friuliveneziagiulia_47;-2.7419354838709675;919.52069091796875;849.1866342403927;5160.874216552191
1962;1;2;friuliveneziagiulia_47;1.3225806451612903;919.52069091796875;849.1866342403927;5160.874216552191
1963;1;3;friuliveneziagiulia_47;-3.4838709677419355;919.52069091796875;849.1866342403927;5160.874216552191
1964;1;4;friuliveneziagiulia_47;-1.5806451612903225;919.52069091796875;849.1866342403927;5160.874216552191
1965;1;5;friuliveneziagiulia_47;0.3548387096774194;919.52069091796875;849.1866342403927;5160.874216552191
1966;1;6;friuliveneziagiulia_47;-1.6129032258064515;919.52069091796875;849.1866342403927;5160.874216552191
1967;1;7;friuliveneziagiulia_47;NA;919.52069091796875;849.1866342403927;5160.874216552191
1968;1;8;friuliveneziagiulia_47;-0.9032258064516129;919.52069091796875;849.1866342403927;5160.874216552191
1969;1;9;friuliveneziagiulia_47;-2.096774193548387;919.52069091796875;849.1866342403927;5160.874216552191
1970;1;10;friuliveneziagiulia_47;0.967741935483871;919.52069091796875;849.1866342403927;5160.874216552191
1971;1;11;friuliveneziagiulia_47;0.2903225806451613;919.52069091796875;849.1866342403927;5160.874216552191
1972;1;12;friuliveneziagiulia_47;-1.5161290322580645;919.52069091796875;849.1866342403927;5160.874216552191
1973;1;13;friuliveneziagiulia_47;1;919.52069091796875;849.1866342403927;5160.874216552191
1974;1;14;friuliveneziagiulia_47;3.3870967741935485;919.52069091796875;849.1866342403927;5160.874216552191
1975;1;15;friuliveneziagiulia_47;7.354838709677419;919.52069091796875;849.1866342403927;5160.874216552191
1976;1;16;friuliveneziagiulia_47;5.67741935483871;919.52069091796875;849.1866342403927;5160.874216552191
1977;1;17;friuliveneziagiulia_47;2.3870967741935485;919.52069091796875;849.1866342403927;5160.874216552191
1978;1;18;friuliveneziagiulia_47;1.4838709677419355;919.52069091796875;849.1866342403927;5160.874216552191
1979;1;19;friuliveneziagiulia_47;-0.5483870967741935;919.52069091796875;849.1866342403927;5160.874216552191
1980;1;20;friuliveneziagiulia_47;-1.7741935483870968;919.52069091796875;849.1866342403927;5160.874216552191
1981;1;21;friuliveneziagiulia_47;0.16129032258064516;919.52069091796875;849.1866342403927;5160.874216552191
1982;1;22;friuliveneziagiulia_47;2.967741935483871;919.52069091796875;849.1866342403927;5160.874216552191
1983;1;23;friuliveneziagiulia_47;5.838709677419355;919.52069091796875;849.1866342403927;5160.874216552191
1984;1;24;friuliveneziagiulia_47;1.032258064516129;919.52069091796875;849.1866342403927;5160.874216552191
1985;1;25;friuliveneziagiulia_47;-3.032258064516129;919.52069091796875;849.1866342403927;5160.874216552191
1986;1;26;friuliveneziagiulia_47;3.032258064516129;919.52069091796875;849.1866342403927;5160.874216552191
1987;1;27;friuliveneziagiulia_47;-1.3870967741935485;919.52069091796875;849.1866342403927;5160.874216552191
1988;1;28;friuliveneziagiulia_47;5.096774193548387;919.52069091796875;849.1866342403927;5160.874216552191
1989;1;29;friuliveneziagiulia_47;5.741935483870968;919.52069091796875;849.1866342403927;5160.874216552191
1990;1;30;friuliveneziagiulia_47;3.806451612903226;919.52069091796875;849.1866342403927;5160.874216552191
1991;1;31;friuliveneziagiulia_47;2.064516129032258;919.52069091796875;849.1866342403927;5160.874216552191
1992;1;32;friuliveneziagiulia_47;2.903225806451613;919.52069091796875;849.1866342403927;5160.874216552191
1993;1;33;friuliveneziagiulia_47;3.6129032258064515;919.52069091796875;849.1866342403927;5160.874216552191
1994;1;34;friuliveneziagiulia_47;4.451612903225806;919.52069091796875;849.1866342403927;5160.874216552191
1995;1;35;friuliveneziagiulia_47;2.5483870967741935;919.52069091796875;849.1866342403927;5160.874216552191
1996;1;36;friuliveneziagiulia_47;3.032258064516129;919.52069091796875;849.1866342403927;5160.874216552191
1997;1;37;friuliveneziagiulia_47;3.7586206896551726;919.52069091796875;849.1866342403927;5160.874216552191
1998;1;38;friuliveneziagiulia_47;7.064516129032258;919.52069091796875;849.1866342403927;5160.874216552191
1999;1;39;friuliveneziagiulia_47;5.838709677419355;919.52069091796875;849.1866342403927;5160.874216552191
2000;1;40;friuliveneziagiulia_47;1.0935483870967742;919.52069091796875;849.1866342403927;5160.874216552191
2001;1;41;friuliveneziagiulia_47;2.4064516129032256;919.52069091796875;849.1866342403927;5160.874216552191
2002;1;42;friuliveneziagiulia_47;2.496774193548387;919.52069091796875;849.1866342403927;5160.874216552191
2003;1;43;friuliveneziagiulia_47;1.1;919.52069091796875;849.1866342403927;5160.874216552191
2004;1;44;friuliveneziagiulia_47;0.38387096774193546;919.52069091796875;849.1866342403927;5160.874216552191
2005;1;45;friuliveneziagiulia_47;2.07741935483871;919.52069091796875;849.1866342403927;5160.874216552191
2006;1;46;friuliveneziagiulia_47;-0.17419354838709677;919.52069091796875;849.1866342403927;5160.874216552191
2007;1;47;friuliveneziagiulia_47;6.519354838709678;919.52069091796875;849.1866342403927;5160.874216552191
2008;1;48;friuliveneziagiulia_47;5.183870967741935;919.52069091796875;849.1866342403927;5160.874216552191
2009;1;49;friuliveneziagiulia_47;-0.2290322580645161;919.52069091796875;849.1866342403927;5160.874216552191
2010;1;50;friuliveneziagiulia_47;-0.7483870967741936;919.52069091796875;849.1866342403927;5160.874216552191
2011;1;51;friuliveneziagiulia_47;2.7774193548387096;919.52069091796875;849.1866342403927;5160.874216552191
2012;1;52;friuliveneziagiulia_47;3.361290322580645;919.52069091796875;849.1866342403927;5160.874216552191
2013;1;53;friuliveneziagiulia_47;2.890322580645161;919.52069091796875;849.1866342403927;5160.874216552191
2014;1;54;friuliveneziagiulia_47;4.441935483870968;919.52069091796875;849.1866342403927;5160.874216552191
2015;1;55;friuliveneziagiulia_47;3.9741935483870967;919.52069091796875;849.1866342403927;5160.874216552191
2016;1;56;friuliveneziagiulia_47;3.6806451612903226;919.52069091796875;849.1866342403927;5160.874216552191
2017;1;57;friuliveneziagiulia_47;0.535483870967742;919.52069091796875;849.1866342403927;5160.874216552191
2018;1;58;friuliveneziagiulia_47;5.648387096774194;919.52069091796875;849.1866342403927;5160.874216552191
2019;1;59;friuliveneziagiulia_47;1.9645161290322581;919.52069091796875;849.1866342403927;5160.874216552191
2020;1;60;friuliveneziagiulia_47;6.141935483870967;919.52069091796875;849.1866342403927;5160.874216552191
1961;1;1;lazio_388;1.096774193548387;1602.00537109375;828.328863026463;4708.09191890205
1962;1;2;lazio_388;3.629032258064516;1602.00537109375;828.328863026463;4708.09191890205
1963;1;3;lazio_388;-1.4709677419354839;1602.00537109375;828.328863026463;4708.09191890205
1964;1;4;lazio_388;2.903225806451613;1602.00537109375;828.328863026463;4708.09191890205
1965;1;5;lazio_388;2.2516129032258063;1602.00537109375;828.328863026463;4708.09191890205
1966;1;6;lazio_388;0.5967741935483871;1602.00537109375;828.328863026463;4708.09191890205
1967;1;7;lazio_388;2.2225806451612904;1602.00537109375;828.328863026463;4708.09191890205
1968;1;8;lazio_388;-0.032258064516128976;1602.00537109375;828.328863026463;4708.09191890205
1969;1;9;lazio_388;1.8838709677419354;1602.00537109375;828.328863026463;4708.09191890205
1970;1;10;lazio_388;2.8774193548387097;1602.00537109375;828.328863026463;4708.09191890205
1971;1;11;lazio_388;1.4;1602.00537109375;828.328863026463;4708.09191890205
1972;1;12;lazio_388;1.5451612903225806;1602.00537109375;828.328863026463;4708.09191890205
1973;1;13;lazio_388;1.7129032258064516;1602.00537109375;828.328863026463;4708.09191890205
1974;1;14;lazio_388;4.4;1602.00537109375;828.328863026463;4708.09191890205
1975;1;15;lazio_388;4.551612903225807;1602.00537109375;828.328863026463;4708.09191890205
1976;1;16;lazio_388;4.193548387096774;1602.00537109375;828.328863026463;4708.09191890205
1977;1;17;lazio_388;3.196774193548387;1602.00537109375;828.328863026463;4708.09191890205
1978;1;18;lazio_388;1.5258064516129033;1602.00537109375;828.328863026463;4708.09191890205
1979;1;19;lazio_388;1.538709677419355;1602.00537109375;828.328863026463;4708.09191890205
1980;1;20;lazio_388;-0.9870967741935484;1602.00537109375;828.328863026463;4708.09191890205
1981;1;21;lazio_388;NA;1602.00537109375;828.328863026463;4708.09191890205
1982;1;22;lazio_388;1.870967741935484;1602.00537109375;828.328863026463;4708.09191890205
1983;1;23;lazio_388;4.803225806451613;1602.00537109375;828.328863026463;4708.09191890205
1984;1;24;lazio_388;1.6935483870967742;1602.00537109375;828.328863026463;4708.09191890205
1985;1;25;lazio_388;-1.5838709677419356;1602.00537109375;828.328863026463;4708.09191890205
1986;1;26;lazio_388;0.06774193548387099;1602.00537109375;828.328863026463;4708.09191890205
1987;1;27;lazio_388;0.8806451612903227;1602.00537109375;828.328863026463;4708.09191890205
1988;1;28;lazio_388;2.870967741935484;1602.00537109375;828.328863026463;4708.09191890205
1989;1;29;lazio_388;5.841935483870968;1602.00537109375;828.328863026463;4708.09191890205
1990;1;30;lazio_388;4.112903225806452;1602.00537109375;828.328863026463;4708.09191890205
1991;1;31;lazio_388;NA;1602.00537109375;828.328863026463;4708.09191890205
1992;1;32;lazio_388;4.119354838709677;1602.00537109375;828.328863026463;4708.09191890205
1993;1;33;lazio_388;5.009677419354839;1602.00537109375;828.328863026463;4708.09191890205
1994;1;34;lazio_388;3.2774193548387096;1602.00537109375;828.328863026463;4708.09191890205
1995;1;35;lazio_388;-0.7967741935483871;1602.00537109375;828.328863026463;4708.09191890205
1996;1;36;lazio_388;2.3419354838709676;1602.00537109375;828.328863026463;4708.09191890205
1997;1;37;lazio_388;5.2709677419354835;1602.00537109375;828.328863026463;4708.09191890205
1998;1;38;lazio_388;3.829032258064516;1602.00537109375;828.328863026463;4708.09191890205
1999;1;39;lazio_388;4.251612903225807;1602.00537109375;828.328863026463;4708.09191890205
2000;1;40;lazio_388;2.5580645161290323;1602.00537109375;828.328863026463;4708.09191890205
2001;1;41;lazio_388;1.0548387096774194;1602.00537109375;828.328863026463;4708.09191890205
2002;1;42;lazio_388;4.290322580645161;1602.00537109375;828.328863026463;4708.09191890205
2003;1;43;lazio_388;NA;1602.00537109375;828.328863026463;4708.09191890205
2004;1;44;lazio_388;NA;1602.00537109375;828.328863026463;4708.09191890205
2005;1;45;lazio_388;NA;1602.00537109375;828.328863026463;4708.09191890205
2006;1;46;lazio_388;NA;1602.00537109375;828.328863026463;4708.09191890205
2007;1;47;lazio_388;NA;1602.00537109375;828.328863026463;4708.09191890205
2008;1;48;lazio_388;3.0612903225806454;1602.00537109375;828.328863026463;4708.09191890205
2009;1;49;lazio_388;0.8592592592592593;1602.00537109375;828.328863026463;4708.09191890205
2010;1;50;lazio_388;-0.9290322580645162;1602.00537109375;828.328863026463;4708.09191890205
2011;1;51;lazio_388;1.9451612903225806;1602.00537109375;828.328863026463;4708.09191890205
2012;1;52;lazio_388;0.996774193548387;1602.00537109375;828.328863026463;4708.09191890205
2013;1;53;lazio_388;1.8516129032258064;1602.00537109375;828.328863026463;4708.09191890205
2014;1;54;lazio_388;2.838709677419355;1602.00537109375;828.328863026463;4708.09191890205
2015;1;55;lazio_388;1.7366666666666668;1602.00537109375;828.328863026463;4708.09191890205
2016;1;56;lazio_388;1.5806451612903225;1602.00537109375;828.328863026463;4708.09191890205
2017;1;57;lazio_388;NA;1602.00537109375;828.328863026463;4708.09191890205
2018;1;58;lazio_388;3.0129032258064514;1602.00537109375;828.328863026463;4708.09191890205
2019;1;59;lazio_388;-1.835483870967742;1602.00537109375;828.328863026463;4708.09191890205
2020;1;60;lazio_388;3.861290322580645;1602.00537109375;828.328863026463;4708.09191890205
1961;1;1;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
1962;1;2;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
1963;1;3;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
1964;1;4;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
1965;1;5;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
1966;1;6;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
1967;1;7;liguria_5849;3.4419354838709677;1201.440185546875;395.7383171981463;4870.472913607228
1968;1;8;liguria_5849;3.4161290322580644;1201.440185546875;395.7383171981463;4870.472913607228
1969;1;9;liguria_5849;4.7612903225806456;1201.440185546875;395.7383171981463;4870.472913607228
1970;1;10;liguria_5849;4.941935483870968;1201.440185546875;395.7383171981463;4870.472913607228
1971;1;11;liguria_5849;2.041935483870968;1201.440185546875;395.7383171981463;4870.472913607228
1972;1;12;liguria_5849;1.4193548387096775;1201.440185546875;395.7383171981463;4870.472913607228
1973;1;13;liguria_5849;5.364516129032258;1201.440185546875;395.7383171981463;4870.472913607228
1974;1;14;liguria_5849;6.212903225806452;1201.440185546875;395.7383171981463;4870.472913607228
1975;1;15;liguria_5849;7.435483870967742;1201.440185546875;395.7383171981463;4870.472913607228
1976;1;16;liguria_5849;8.338709677419356;1201.440185546875;395.7383171981463;4870.472913607228
1977;1;17;liguria_5849;3.1677419354838707;1201.440185546875;395.7383171981463;4870.472913607228
1978;1;18;liguria_5849;3.2225806451612904;1201.440185546875;395.7383171981463;4870.472913607228
1979;1;19;liguria_5849;2.161290322580645;1201.440185546875;395.7383171981463;4870.472913607228
1980;1;20;liguria_5849;3.3870967741935485;1201.440185546875;395.7383171981463;4870.472913607228
1981;1;21;liguria_5849;4.858064516129033;1201.440185546875;395.7383171981463;4870.472913607228
1982;1;22;liguria_5849;5.733333333333333;1201.440185546875;395.7383171981463;4870.472913607228
1983;1;23;liguria_5849;9.187096774193549;1201.440185546875;395.7383171981463;4870.472913607228
1984;1;24;liguria_5849;3.838709677419355;1201.440185546875;395.7383171981463;4870.472913607228
1985;1;25;liguria_5849;0.7064516129032258;1201.440185546875;395.7383171981463;4870.472913607228
1986;1;26;liguria_5849;3.0483870967741935;1201.440185546875;395.7383171981463;4870.472913607228
1987;1;27;liguria_5849;3.6870967741935483;1201.440185546875;395.7383171981463;4870.472913607228
1988;1;28;liguria_5849;6.9;1201.440185546875;395.7383171981463;4870.472913607228
1989;1;29;liguria_5849;7.2;1201.440185546875;395.7383171981463;4870.472913607228
1990;1;30;liguria_5849;6.732258064516129;1201.440185546875;395.7383171981463;4870.472913607228
1991;1;31;liguria_5849;5.780645161290322;1201.440185546875;395.7383171981463;4870.472913607228
1992;1;32;liguria_5849;6.512903225806451;1201.440185546875;395.7383171981463;4870.472913607228
1993;1;33;liguria_5849;6.967741935483871;1201.440185546875;395.7383171981463;4870.472913607228
1994;1;34;liguria_5849;6.877419354838709;1201.440185546875;395.7383171981463;4870.472913607228
1995;1;35;liguria_5849;4.9;1201.440185546875;395.7383171981463;4870.472913607228
1996;1;36;liguria_5849;5.629032258064516;1201.440185546875;395.7383171981463;4870.472913607228
1997;1;37;liguria_5849;5.674193548387096;1201.440185546875;395.7383171981463;4870.472913607228
1998;1;38;liguria_5849;7.361290322580645;1201.440185546875;395.7383171981463;4870.472913607228
1999;1;39;liguria_5849;6.8;1201.440185546875;395.7383171981463;4870.472913607228
2000;1;40;liguria_5849;6.612903225806452;1201.440185546875;395.7383171981463;4870.472913607228
2001;1;41;liguria_5849;4.183333333333334;1201.440185546875;395.7383171981463;4870.472913607228
2002;1;42;liguria_5849;7.706451612903226;1201.440185546875;395.7383171981463;4870.472913607228
2003;1;43;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
2004;1;44;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
2005;1;45;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
2006;1;46;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
2007;1;47;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
2008;1;48;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
2009;1;49;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
2010;1;50;liguria_5849;2.4387096774193546;1201.440185546875;395.7383171981463;4870.472913607228
2011;1;51;liguria_5849;4.329032258064516;1201.440185546875;395.7383171981463;4870.472913607228
2012;1;52;liguria_5849;NA;1201.440185546875;395.7383171981463;4870.472913607228
2013;1;53;liguria_5849;6.22258064516129;1201.440185546875;395.7383171981463;4870.472913607228
2014;1;54;liguria_5849;5.338709677419355;1201.440185546875;395.7383171981463;4870.472913607228
2015;1;55;liguria_5849;7.416129032258064;1201.440185546875;395.7383171981463;4870.472913607228
2016;1;56;liguria_5849;5.77741935483871;1201.440185546875;395.7383171981463;4870.472913607228
2017;1;57;liguria_5849;3.480645161290323;1201.440185546875;395.7383171981463;4870.472913607228
2018;1;58;liguria_5849;6.7709677419354835;1201.440185546875;395.7383171981463;4870.472913607228
2019;1;59;liguria_5849;5.361290322580645;1201.440185546875;395.7383171981463;4870.472913607228
2020;1;60;liguria_5849;7.441935483870968;1201.440185546875;395.7383171981463;4870.472913607228
1961;1;1;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1962;1;2;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1963;1;3;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1964;1;4;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1965;1;5;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1966;1;6;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1967;1;7;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1968;1;8;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1969;1;9;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1970;1;10;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1971;1;11;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1972;1;12;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1973;1;13;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1974;1;14;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1975;1;15;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1976;1;16;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1977;1;17;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1978;1;18;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1979;1;19;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1980;1;20;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1981;1;21;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1982;1;22;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1983;1;23;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1984;1;24;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1985;1;25;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1986;1;26;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1987;1;27;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1988;1;28;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1989;1;29;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1990;1;30;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1991;1;31;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1992;1;32;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1993;1;33;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1994;1;34;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1995;1;35;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1996;1;36;piemonte_5607;NA;997.124267578125;393.06941190243106;4898.734947045634
1997;1;37;piemonte_5607;4.577419354838709;997.124267578125;393.06941190243106;4898.734947045634
